signature,gene,entrez,coefficient
mesenchymal,S100A13,6284,1.0
mesenchymal,S100P,6286,1.0
mesenchymal,BGN,633,1.0
mesenchymal,SDC2,6383,1.0
mesenchymal,MAGEF1,64110,1.0
mesenchymal,XYLT1,64131,1.0
mesenchymal,SFRP1,6422,1.0
mesenchymal,PDLIM2,64236,1.0
mesenchymal,CREB3L2,64764,1.0
mesenchymal,NT5DC2,64943,1.0
mesenchymal,SLC2A1,6513,1.0
mesenchymal,SMTN,6525,1.0
mesenchymal,LOC654342,,1.0
mesenchymal,SNAI2,6591,1.0
mesenchymal,LOC65998,,1.0
mesenchymal,SOX4,6659,1.0
mesenchymal,SOX9,6662,1.0
mesenchymal,SOX10,6663,1.0
mesenchymal,SPARC,6678,1.0
mesenchymal,SPOCK1,6695,1.0
mesenchymal,SPP1,6696,1.0
mesenchymal,TAGLN,6876,1.0
mesenchymal,KLF5,688,1.0
mesenchymal,TBX3,6926,1.0
mesenchymal,TFAP2C,7022,1.0
mesenchymal,TGFB1I1,7041,1.0
mesenchymal,THBS1,7057,1.0
mesenchymal,THBS2,7058,1.0
mesenchymal,TIMP3,7078,1.0
mesenchymal,TNS1,7145,1.0
mesenchymal,TOP2A,7153,1.0
mesenchymal,TPM2,7169,1.0
mesenchymal,ACTG2,72,1.0
mesenchymal,TRPS1,7227,1.0
mesenchymal,TTC3,7267,1.0
mesenchymal,UGT8,7368,1.0
mesenchymal,USP1,7398,1.0
mesenchymal,VEGFA,7422,1.0
mesenchymal,VIM,7431,1.0
mesenchymal,ZIC1,7545,1.0
mesenchymal,PXDN,7837,1.0
mesenchymal,TUBA1A,7846,1.0
mesenchymal,MALL,7851,1.0
mesenchymal,C1orf116,79098,1.0
mesenchymal,C5orf23,4883,1.0
mesenchymal,VTCN1,79679,1.0
mesenchymal,TUSC3,7991,1.0
mesenchymal,CALD1,800,1.0
mesenchymal,MFAP5,8076,1.0
mesenchymal,COL18A1,80781,1.0
mesenchymal,ACTN4,81,1.0
mesenchymal,MAGED4B,81557,1.0
mesenchymal,AKAP1,8165,1.0
mesenchymal,MIA,8190,1.0
mesenchymal,FZD7,8324,1.0
mesenchymal,TMEM47,83604,1.0
mesenchymal,SRPX,8406,1.0
mesenchymal,TUBB6,84617,1.0
mesenchymal,C9orf3,84909,1.0
mesenchymal,PPFIA4,8497,1.0
mesenchymal,MICALL1,85377,1.0
mesenchymal,TSPYL5,85453,1.0
mesenchymal,PDLIM4,8572,1.0
mesenchymal,KCNK5,8645,1.0
mesenchymal,IRS2,8660,1.0
mesenchymal,ACTN1,87,1.0
mesenchymal,CTNNAL1,8727,1.0
mesenchymal,PROM1,8842,1.0
mesenchymal,IER3,8870,1.0
mesenchymal,SGCE,8910,1.0
mesenchymal,GPRC5A,9052,1.0
mesenchymal,PAPSS1,9061,1.0
mesenchymal,PTPLA,9200,1.0
mesenchymal,GPR56,9289,1.0
mesenchymal,C5orf13,9315,1.0
mesenchymal,C9orf61,9413,1.0
mesenchymal,CHST3,9469,1.0
mesenchymal,SCARB1,949,1.0
mesenchymal,ARHGEF10,9639,1.0
mesenchymal,VGLL4,9686,1.0
mesenchymal,ARMCX2,9823,1.0
mesenchymal,HEPH,9843,1.0
mesenchymal,MFAP3L,9848,1.0
mesenchymal,MRC2,9902,1.0
mesenchymal,LOC100130100,,-1.0
mesenchymal,LOC100133484,,-1.0
mesenchymal,LOC100133739,,-1.0
mesenchymal,LOC100133862,,-1.0
mesenchymal,LOC100134331,,-1.0
mesenchymal,NR1H3,10062,-1.0
mesenchymal,PPIF,10105,-1.0
mesenchymal,NAMPT,10135,-1.0
mesenchymal,PDZK1IP1,10158,-1.0
mesenchymal,DHRS2,10202,-1.0
mesenchymal,IGSF6,10261,-1.0
mesenchymal,CRISP3,10321,-1.0
mesenchymal,TRIM22,10346,-1.0
mesenchymal,BTN3A3,10384,-1.0
mesenchymal,ATP8A1,10396,-1.0
mesenchymal,WFDC2,10406,-1.0
mesenchymal,CD52,1043,-1.0
mesenchymal,IFI30,10437,-1.0
mesenchymal,OLFM1,10439,-1.0
mesenchymal,VAV3,10451,-1.0
mesenchymal,UBD,10537,-1.0
mesenchymal,BATF,10538,-1.0
mesenchymal,AGR2,10551,-1.0
mesenchymal,IFI44,10561,-1.0
mesenchymal,OLFM4,10562,-1.0
mesenchymal,CXCL13,10563,-1.0
mesenchymal,GNLY,10578,-1.0
mesenchymal,RBCK1,10616,-1.0
mesenchymal,IGF2BP3,10643,-1.0
mesenchymal,SCGB1D2,10647,-1.0
mesenchymal,CTSC,1075,-1.0
mesenchymal,IQGAP2,10788,-1.0
mesenchymal,VAMP5,10791,-1.0
mesenchymal,HPSE,10855,-1.0
mesenchymal,LILRB1,10859,-1.0
mesenchymal,ADAM28,10863,-1.0
mesenchymal,HCP5,10866,-1.0
mesenchymal,FGL2,10875,-1.0
mesenchymal,SMPDL3A,10924,-1.0
mesenchymal,IFI44L,10964,-1.0
mesenchymal,PIM2,11040,-1.0
mesenchymal,BTN3A2,11118,-1.0
mesenchymal,PLA2G16,11145,-1.0
mesenchymal,CORO1A,11151,-1.0
mesenchymal,CHI3L2,1117,-1.0
mesenchymal,DUSP10,11221,-1.0
mesenchymal,GALNT6,11226,-1.0
mesenchymal,SP140,11262,-1.0
mesenchymal,USP18,11274,-1.0
mesenchymal,CKMT1B,1159,-1.0
mesenchymal,FAM129A,116496,-1.0
mesenchymal,CLIC2,1193,-1.0
mesenchymal,CCR1,1230,-1.0
mesenchymal,CCR2,729230,-1.0
mesenchymal,CCR5,1234,-1.0
mesenchymal,CCR7,1236,-1.0
mesenchymal,ADH1B,125,-1.0
mesenchymal,RNF19B,127544,-1.0
mesenchymal,SLC31A2,1318,-1.0
mesenchymal,CREBL2,1389,-1.0
mesenchymal,CSF2RB,1439,-1.0
mesenchymal,CSN3,1448,-1.0
mesenchymal,CST6,1474,-1.0
mesenchymal,CSTA,1475,-1.0
mesenchymal,CTAG1B,1485,-1.0
mesenchymal,CTSS,1520,-1.0
mesenchymal,CYB5A,1528,-1.0
mesenchymal,CYBB,1536,-1.0
mesenchymal,CYP1B1,1545,-1.0
mesenchymal,CYP2J2,1573,-1.0
mesenchymal,CYP4B1,1580,-1.0
mesenchymal,DEFB1,1672,-1.0
mesenchymal,COCH,1690,-1.0
mesenchymal,DHCR24,1718,-1.0
mesenchymal,DOCK2,1794,-1.0
mesenchymal,DPT,1805,-1.0
mesenchymal,DPYD,1806,-1.0
mesenchymal,DUSP4,1846,-1.0
mesenchymal,DUSP5,1847,-1.0
mesenchymal,GPR183,1880,-1.0
mesenchymal,TYMP,1890,-1.0
mesenchymal,EIF5A,1984,-1.0
mesenchymal,AIF1,199,-1.0
mesenchymal,APOBEC3A,200315,-1.0
mesenchymal,C9orf91,203197,-1.0
mesenchymal,EVI2A,2123,-1.0
mesenchymal,EVI2B,2124,-1.0
mesenchymal,ALDH1A1,216,-1.0
mesenchymal,ALDH2,217,-1.0
mesenchymal,FASN,2194,-1.0
mesenchymal,FBP1,2203,-1.0
mesenchymal,FCER1G,2207,-1.0
mesenchymal,FCGR1A,2209,-1.0
mesenchymal,FCGR1B,2210,-1.0
mesenchymal,FCGR2B,2213,-1.0
mesenchymal,FCGR3B,2215,-1.0
mesenchymal,ALDH3B2,222,-1.0
mesenchymal,TFEC,22797,-1.0
mesenchymal,FKBP5,2289,-1.0
mesenchymal,DKK1,22943,-1.0
mesenchymal,TTC39A,22996,-1.0
mesenchymal,EPB41L3,23136,-1.0
mesenchymal,6-Sep,,-1.0
mesenchymal,TBC1D9,23158,-1.0
mesenchymal,GPD1L,23171,-1.0
mesenchymal,KIAA0746,,-1.0
mesenchymal,PHF15,23338,-1.0
mesenchymal,TDRD7,23424,-1.0
mesenchymal,QPRT,23475,-1.0
mesenchymal,HMHA1,23526,-1.0
mesenchymal,DDX58,23586,-1.0
mesenchymal,FPR3,2359,-1.0
mesenchymal,LY96,23643,-1.0
mesenchymal,ALOX5,240,-1.0
mesenchymal,ALOX5AP,241,-1.0
mesenchymal,IFIT5,24138,-1.0
mesenchymal,ALOX15B,247,-1.0
mesenchymal,SERHL2,253190,-1.0
mesenchymal,FYB,2533,-1.0
mesenchymal,IFI6,2537,-1.0
mesenchymal,G6PD,2539,-1.0
mesenchymal,GABRE,2564,-1.0
mesenchymal,TNFAIP8,25816,-1.0
mesenchymal,SGMS1,259230,-1.0
mesenchymal,SAMHD1,25939,-1.0
mesenchymal,EGFL6,25975,-1.0
mesenchymal,ABCA12,26154,-1.0
mesenchymal,GATA3,2625,-1.0
mesenchymal,EHF,26298,-1.0
mesenchymal,GBP1,2633,-1.0
mesenchymal,GBP2,2634,-1.0
mesenchymal,GCH1,2643,-1.0
mesenchymal,CKAP2,26586,-1.0
mesenchymal,GGT1,2678,-1.0
mesenchymal,STEAP1,26872,-1.0
mesenchymal,LAMP3,27074,-1.0
mesenchymal,TJP3,27134,-1.0
mesenchymal,ADAMDEC1,27299,-1.0
mesenchymal,TOX3,27324,-1.0
mesenchymal,GLRX,2745,-1.0
mesenchymal,GLUL,2752,-1.0
mesenchymal,AMY1A,276,-1.0
mesenchymal,GM2A,2760,-1.0
mesenchymal,GNAS,2778,-1.0
mesenchymal,IGHV4-31,28396,-1.0
mesenchymal,GPR18,2841,-1.0
mesenchymal,MKNK2,2872,-1.0
mesenchymal,TRAC,28755,-1.0
mesenchymal,IGLV4-60,28785,-1.0
mesenchymal,IGLV3-19,28797,-1.0
mesenchymal,IGLJ3,28831,-1.0
mesenchymal,IGKV1D-13,28902,-1.0
mesenchymal,IGKV4-1,28908,-1.0
mesenchymal,PYCARD,29108,-1.0
mesenchymal,CXCL1,2919,-1.0
mesenchymal,CXCL2,2920,-1.0
mesenchymal,BLNK,29760,-1.0
mesenchymal,SNX10,29887,-1.0
mesenchymal,GPR171,29909,-1.0
mesenchymal,GZMH,2999,-1.0
mesenchymal,GZMA,3001,-1.0
mesenchymal,GZMB,3002,-1.0
mesenchymal,GZMK,3003,-1.0
mesenchymal,HCK,3055,-1.0
mesenchymal,HCLS1,3059,-1.0
mesenchymal,NCKAP1L,3071,-1.0
mesenchymal,HLA-A,3105,-1.0
mesenchymal,HLA-B,3106,-1.0
mesenchymal,HLA-C,3107,-1.0
mesenchymal,HLA-DMA,3108,-1.0
mesenchymal,HLA-DMB,3109,-1.0
mesenchymal,HLA-DPA1,3113,-1.0
mesenchymal,HLA-DPB1,3115,-1.0
mesenchymal,HLA-DQB1,3119,-1.0
mesenchymal,HLA-DRA,3122,-1.0
mesenchymal,HLA-DRB1,3123,-1.0
mesenchymal,HLA-DRB5,3127,-1.0
mesenchymal,HLA-DRB6,3128,-1.0
mesenchymal,HLA-E,3133,-1.0
mesenchymal,HLA-F,3134,-1.0
mesenchymal,FOXA1,3169,-1.0
mesenchymal,HOXA9,3205,-1.0
mesenchymal,HPCAL1,3241,-1.0
mesenchymal,HPGD,3248,-1.0
mesenchymal,AGFG1,3267,-1.0
mesenchymal,HSD17B2,3294,-1.0
mesenchymal,BIRC3,330,-1.0
mesenchymal,HSPA4,3308,-1.0
mesenchymal,ICAM1,3383,-1.0
mesenchymal,ICAM3,3385,-1.0
mesenchymal,IRF8,3394,-1.0
mesenchymal,FAM5C,339479,-1.0
mesenchymal,LOC339562,,-1.0
mesenchymal,APOC1,341,-1.0
mesenchymal,IFI16,3428,-1.0
mesenchymal,IFI27,3429,-1.0
mesenchymal,IFI35,3430,-1.0
mesenchymal,SP110,3431,-1.0
mesenchymal,IFIT2,3433,-1.0
mesenchymal,IFIT1,3434,-1.0
mesenchymal,IFIT3,3437,-1.0
mesenchymal,APOE,348,-1.0
mesenchymal,IGHA1,3493,-1.0
mesenchymal,IGHD,3495,-1.0
mesenchymal,IGHG1,3500,-1.0
mesenchymal,IGHG3,3502,-1.0
mesenchymal,IGHM,3507,-1.0
mesenchymal,IGJ,3512,-1.0
mesenchymal,IGKC,3514,-1.0
mesenchymal,IGL@,3535,-1.0
mesenchymal,FAS,355,-1.0
mesenchymal,IL1RN,3557,-1.0
mesenchymal,IL2RB,3560,-1.0
mesenchymal,IL2RG,3561,-1.0
mesenchymal,IL7R,3575,-1.0
mesenchymal,IL10RA,3587,-1.0
mesenchymal,IL13RA1,3597,-1.0
mesenchymal,IL15,3600,-1.0
mesenchymal,IL15RA,3601,-1.0
mesenchymal,IDO1,3620,-1.0
mesenchymal,CXCL10,3627,-1.0
mesenchymal,IRF1,3659,-1.0
mesenchymal,IRF4,3662,-1.0
mesenchymal,IRF7,3665,-1.0
mesenchymal,ISG20,3669,-1.0
mesenchymal,ITGA4,3676,-1.0
mesenchymal,ITGAL,3683,-1.0
mesenchymal,ITGAM,3684,-1.0
mesenchymal,ITGB2,3689,-1.0
mesenchymal,ITK,3702,-1.0
mesenchymal,ITPR1,3708,-1.0
mesenchymal,IVD,3712,-1.0
mesenchymal,JAK2,3717,-1.0
mesenchymal,KLRB1,3820,-1.0
mesenchymal,KLRC2,3822,-1.0
mesenchymal,KRT6A,3853,-1.0
mesenchymal,FAM69A,388650,-1.0
mesenchymal,L1CAM,3897,-1.0
mesenchymal,LAG3,3902,-1.0
mesenchymal,LBP,3929,-1.0
mesenchymal,LCK,3932,-1.0
mesenchymal,LCN2,3934,-1.0
mesenchymal,LCP2,3937,-1.0
mesenchymal,LGALS2,3957,-1.0
mesenchymal,LGALS3BP,3959,-1.0
mesenchymal,LGALS9,3965,-1.0
mesenchymal,RHOH,399,-1.0
mesenchymal,VWA5A,4013,-1.0
mesenchymal,LTB,4050,-1.0
mesenchymal,LTF,4057,-1.0
mesenchymal,LYN,4067,-1.0
mesenchymal,SH2D1A,4068,-1.0
mesenchymal,LYZ,4069,-1.0
mesenchymal,MAGEA3,4102,-1.0
mesenchymal,MAGEA6,4105,-1.0
mesenchymal,STS,412,-1.0
mesenchymal,ART3,419,-1.0
mesenchymal,ME1,4199,-1.0
mesenchymal,SCGB2A1,4246,-1.0
mesenchymal,SCGB2A2,4250,-1.0
mesenchymal,CXCL9,4283,-1.0
mesenchymal,MMP1,4312,-1.0
mesenchymal,MMP12,4321,-1.0
mesenchymal,MNDA,4332,-1.0
mesenchymal,MRC1,4360,-1.0
mesenchymal,TARP,445347,-1.0
mesenchymal,MYO1F,4542,-1.0
mesenchymal,MX1,4599,-1.0
mesenchymal,MYB,4602,-1.0
mesenchymal,MYBPC1,4604,-1.0
mesenchymal,CEACAM6,4680,-1.0
mesenchymal,NCF2,4688,-1.0
mesenchymal,NCF4,4689,-1.0
mesenchymal,GIMAP6,474344,-1.0
mesenchymal,ATOX1,475,-1.0
mesenchymal,NELL2,4753,-1.0
mesenchymal,NFIL3,4783,-1.0
mesenchymal,NKG7,4818,-1.0
mesenchymal,NTN3,4917,-1.0
mesenchymal,NUP98,4928,-1.0
mesenchymal,OAS1,4938,-1.0
mesenchymal,OAS2,4939,-1.0
mesenchymal,OAS3,4940,-1.0
mesenchymal,OLR1,4973,-1.0
mesenchymal,TNFRSF11B,4982,-1.0
mesenchymal,ORM1,5004,-1.0
mesenchymal,ORM2,5005,-1.0
mesenchymal,IL21R,50615,-1.0
mesenchymal,CLEC4A,50856,-1.0
mesenchymal,TMED5,50999,-1.0
mesenchymal,LAP3,51056,-1.0
mesenchymal,SAR1B,51128,-1.0
mesenchymal,HSD17B11,51170,-1.0
mesenchymal,HERC5,51191,-1.0
mesenchymal,MGC29506,,-1.0
mesenchymal,IER5,51278,-1.0
mesenchymal,SLC15A3,51296,-1.0
mesenchymal,PLAC8,51316,-1.0
mesenchymal,MS4A4A,51338,-1.0
mesenchymal,PDE4B,5142,-1.0
mesenchymal,IL23A,51561,-1.0
mesenchymal,OAZ3,51686,-1.0
mesenchymal,ACSL5,51703,-1.0
mesenchymal,ERAP1,51752,-1.0
mesenchymal,PEG3,5178,-1.0
mesenchymal,GALNT7,51809,-1.0
mesenchymal,CECR1,51816,-1.0
mesenchymal,SERPINA1,5265,-1.0
mesenchymal,PI3,5266,-1.0
mesenchymal,SERPINB9,5272,-1.0
mesenchymal,PIP,5304,-1.0
mesenchymal,PLA2G2A,5320,-1.0
mesenchymal,PLEK,5341,-1.0
mesenchymal,P2RY13,53829,-1.0
mesenchymal,GPR87,53836,-1.0
mesenchymal,TRIM34,53840,-1.0
mesenchymal,ACP5,54,-1.0
mesenchymal,SASH3,54440,-1.0
mesenchymal,PON3,5446,-1.0
mesenchymal,POU2AF1,5450,-1.0
mesenchymal,RBM47,54502,-1.0
mesenchymal,CPVL,54504,-1.0
mesenchymal,XAF1,54739,-1.0
mesenchymal,SAMD9,54809,-1.0
mesenchymal,SIDT1,54847,-1.0
mesenchymal,FAM46C,54855,-1.0
mesenchymal,ODAM,54959,-1.0
mesenchymal,HERC6,55008,-1.0
mesenchymal,TAPBPL,55080,-1.0
mesenchymal,C12orf35,55196,-1.0
mesenchymal,UBA6,55236,-1.0
mesenchymal,TMEM140,55281,-1.0
mesenchymal,GIMAP4,55303,-1.0
mesenchymal,C19orf66,55337,-1.0
mesenchymal,GIMAP5,55340,-1.0
mesenchymal,CAMK2N1,55450,-1.0
mesenchymal,PRF1,5551,-1.0
mesenchymal,SRGN,5552,-1.0
mesenchymal,DDX60,55601,-1.0
mesenchymal,DOCK10,55619,-1.0
mesenchymal,PRKACB,5567,-1.0
mesenchymal,MREG,55686,-1.0
mesenchymal,FAR2,55711,-1.0
mesenchymal,PRKCB,5579,-1.0
mesenchymal,C1orf103,55791,-1.0
mesenchymal,PRKCH,5583,-1.0
mesenchymal,EAF2,55840,-1.0
mesenchymal,ARHGAP15,55843,-1.0
mesenchymal,AZGP1,563,-1.0
mesenchymal,SLAMF8,56833,-1.0
mesenchymal,C8orf4,56892,-1.0
mesenchymal,ARNTL2,56938,-1.0
mesenchymal,PSMB8,5696,-1.0
mesenchymal,PSMB9,5698,-1.0
mesenchymal,PSMB10,5699,-1.0
mesenchymal,AKR1B10,57016,-1.0
mesenchymal,PSME1,5720,-1.0
mesenchymal,PSME2,5721,-1.0
mesenchymal,PSPH,5723,-1.0
mesenchymal,KIAA0485,,-1.0
mesenchymal,PTGDS,5730,-1.0
mesenchymal,PTGER4,5734,-1.0
mesenchymal,PPM1H,57460,-1.0
mesenchymal,PTPN7,5778,-1.0
mesenchymal,SLAMF7,57823,-1.0
mesenchymal,PTPRC,5788,-1.0
mesenchymal,PTPRCAP,5790,-1.0
mesenchymal,SQRDL,58472,-1.0
mesenchymal,RAC2,5880,-1.0
mesenchymal,RARRES1,5918,-1.0
mesenchymal,RARRES3,5920,-1.0
mesenchymal,ACE2,59272,-1.0
mesenchymal,BCL2A1,597,-1.0
mesenchymal,RGS1,5996,-1.0
mesenchymal,BCL3,602,-1.0
mesenchymal,RNASE6,6039,-1.0
mesenchymal,APOBEC3G,60489,-1.0
mesenchymal,TNFRSF17,608,-1.0
mesenchymal,S100A7,6278,-1.0
mesenchymal,S100A8,6279,-1.0
mesenchymal,S100A9,6280,-1.0
mesenchymal,CFB,629,-1.0
mesenchymal,SCNN1A,6337,-1.0
mesenchymal,CCL2,6347,-1.0
mesenchymal,CCL3,6348,-1.0
mesenchymal,CCL4,6351,-1.0
mesenchymal,CCL5,6352,-1.0
mesenchymal,CCL8,6355,-1.0
mesenchymal,CCL18,6362,-1.0
mesenchymal,CCL19,6363,-1.0
mesenchymal,CCL20,6364,-1.0
mesenchymal,CXCL11,6373,-1.0
mesenchymal,CXCL5,6374,-1.0
mesenchymal,XCL1,6375,-1.0
mesenchymal,BIK,638,-1.0
mesenchymal,SECTM1,6398,-1.0
mesenchymal,SELE,6401,-1.0
mesenchymal,SELL,6402,-1.0
mesenchymal,SAMSN1,64092,-1.0
mesenchymal,RTP4,64108,-1.0
mesenchymal,IFIH1,64135,-1.0
mesenchymal,ERAP2,64167,-1.0
mesenchymal,MS4A6A,64231,-1.0
mesenchymal,BLVRA,644,-1.0
mesenchymal,CLEC7A,64581,-1.0
mesenchymal,PARP12,64761,-1.0
mesenchymal,SLAMF1,6504,-1.0
mesenchymal,SLC1A1,6505,-1.0
mesenchymal,TMEM135,65084,-1.0
mesenchymal,SLC2A5,6518,-1.0
mesenchymal,LOC652493,,-1.0
mesenchymal,NCF1,653361,-1.0
mesenchymal,NCF1B,654816,-1.0
mesenchymal,SIGLEC1,6614,-1.0
mesenchymal,SOD2,6648,-1.0
mesenchymal,SORL1,6653,-1.0
mesenchymal,SOX11,6664,-1.0
mesenchymal,SP100,6672,-1.0
mesenchymal,SPIB,6689,-1.0
mesenchymal,SRD5A1,6715,-1.0
mesenchymal,STAT1,6772,-1.0
mesenchymal,BST2,684,-1.0
mesenchymal,XCL2,6846,-1.0
mesenchymal,TAP1,6890,-1.0
mesenchymal,TAPBP,6892,-1.0
mesenchymal,TCN1,6947,-1.0
mesenchymal,TRA@,6955,-1.0
mesenchymal,TRD@,6964,-1.0
mesenchymal,TRGC2,6967,-1.0
mesenchymal,TRGV9,6983,-1.0
mesenchymal,TDO2,6999,-1.0
mesenchymal,TFAP2B,7021,-1.0
mesenchymal,TLR1,7096,-1.0
mesenchymal,TLR3,7098,-1.0
mesenchymal,TSPAN8,7103,-1.0
mesenchymal,C1QA,712,-1.0
mesenchymal,TNFAIP2,7127,-1.0
mesenchymal,TNFAIP3,7128,-1.0
mesenchymal,C1QB,713,-1.0
mesenchymal,TNFRSF1B,7133,-1.0
mesenchymal,C3,718,-1.0
mesenchymal,C3AR1,719,-1.0
mesenchymal,C4A,720,-1.0
mesenchymal,C4B,721,-1.0
mesenchymal,TYROBP,7305,-1.0
mesenchymal,UCP2,7351,-1.0
mesenchymal,UGCG,7357,-1.0
mesenchymal,VCAM1,7412,-1.0
mesenchymal,WARS,7453,-1.0
mesenchymal,LAT2,7462,-1.0
mesenchymal,XBP1,7494,-1.0
mesenchymal,LAPTM5,7805,-1.0
mesenchymal,IL1R2,7850,-1.0
mesenchymal,CXCR4,7852,-1.0
mesenchymal,GGCT,79017,-1.0
mesenchymal,MLPH,79083,-1.0
mesenchymal,LST1,7940,-1.0
mesenchymal,PLA2G7,7941,-1.0
mesenchymal,PGBD5,79605,-1.0
mesenchymal,GALNT14,79623,-1.0
mesenchymal,PARP8,79668,-1.0
mesenchymal,TFPI2,7980,-1.0
mesenchymal,TMC5,79838,-1.0
mesenchymal,DENND2D,79961,-1.0
mesenchymal,RAB11FIP1,80223,-1.0
mesenchymal,APOL6,80830,-1.0
mesenchymal,APOL3,80833,-1.0
mesenchymal,NPL,80896,-1.0
mesenchymal,ST6GALNAC5,81849,-1.0
mesenchymal,CAPN6,827,-1.0
mesenchymal,CASP1,834,-1.0
mesenchymal,HIST1H2BC,8347,-1.0
mesenchymal,HIST1H3H,8357,-1.0
mesenchymal,HIST1H4H,8365,-1.0
mesenchymal,C12orf32,83695,-1.0
mesenchymal,PIP5K1B,8395,-1.0
mesenchymal,CASP8,841,-1.0
mesenchymal,IQCG,84223,-1.0
mesenchymal,GPR65,8477,-1.0
mesenchymal,IFITM1,8519,-1.0
mesenchymal,CST7,8530,-1.0
mesenchymal,KMO,8564,-1.0
mesenchymal,LY6D,8581,-1.0
mesenchymal,OASL,8638,-1.0
mesenchymal,SOCS1,8651,-1.0
mesenchymal,MARCO,8685,-1.0
mesenchymal,TNFSF10,8743,-1.0
mesenchymal,CFLAR,8837,-1.0
mesenchymal,NIACR2,,-1.0
mesenchymal,VNN1,8876,-1.0
mesenchymal,SLC5A6,8884,-1.0
mesenchymal,KYNU,8942,-1.0
mesenchymal,SELENBP1,8991,-1.0
mesenchymal,NAT1,9,-1.0
mesenchymal,CLIC3,9022,-1.0
mesenchymal,SLC7A7,9056,-1.0
mesenchymal,CLDN10,9071,-1.0
mesenchymal,CLDN8,9073,-1.0
mesenchymal,NMI,9111,-1.0
mesenchymal,LOC91316,,-1.0
mesenchymal,IGLL3,91353,-1.0
mesenchymal,CD2,914,-1.0
mesenchymal,CD3D,915,-1.0
mesenchymal,RSAD2,91543,-1.0
mesenchymal,TDRD12,91646,-1.0
mesenchymal,CD247,919,-1.0
mesenchymal,FAIM3,9214,-1.0
mesenchymal,IL32,9235,-1.0
mesenchymal,UBE2L6,9246,-1.0
mesenchymal,CD8A,925,-1.0
mesenchymal,MS4A1,931,-1.0
mesenchymal,CD163,9332,-1.0
mesenchymal,SP140L,93349,-1.0
mesenchymal,CADPS2,93664,-1.0
mesenchymal,CD27,939,-1.0
mesenchymal,MUC16,94025,-1.0
mesenchymal,LPXN,9404,-1.0
mesenchymal,CD86,942,-1.0
mesenchymal,CHST2,9435,-1.0
mesenchymal,AIM2,9447,-1.0
mesenchymal,LY86,9450,-1.0
mesenchymal,ITM2A,9452,-1.0
mesenchymal,IL27RA,9466,-1.0
mesenchymal,C1orf38,9473,-1.0
mesenchymal,CD37,951,-1.0
mesenchymal,SPTLC2,9517,-1.0
mesenchymal,CD38,952,-1.0
mesenchymal,GMFG,9535,-1.0
mesenchymal,CYTIP,9595,-1.0
mesenchymal,NFE2L3,9603,-1.0
mesenchymal,CD47,961,-1.0
mesenchymal,CD48,962,-1.0
mesenchymal,CD53,963,-1.0
mesenchymal,CLCA2,9635,-1.0
mesenchymal,ISG15,9636,-1.0
mesenchymal,CD69,969,-1.0
mesenchymal,CD74,972,-1.0
mesenchymal,ACAP1,9744,-1.0
mesenchymal,SPOCK2,9806,-1.0
mesenchymal,TRIM14,9830,-1.0
mesenchymal,KIAA0644,,-1.0
mesenchymal,ARHGAP25,9938,-1.0
mesenchymal_stem_like,LOC100130100,,1.0
mesenchymal_stem_like,LOC100133484,,1.0
mesenchymal_stem_like,SH2B3,10019,1.0
mesenchymal_stem_like,CDH5,1003,1.0
mesenchymal_stem_like,COL4A3BP,10087,1.0
mesenchymal_stem_like,CDH11,1009,1.0
mesenchymal_stem_like,TSPAN3,10099,1.0
mesenchymal_stem_like,CTDSP2,10106,1.0
mesenchymal_stem_like,FRY,10129,1.0
mesenchymal_stem_like,FAM13A,10144,1.0
mesenchymal_stem_like,MBNL2,10150,1.0
mesenchymal_stem_like,PLXNC1,10154,1.0
mesenchymal_stem_like,RASA4,10156,1.0
mesenchymal_stem_like,P2RY5,10161,1.0
mesenchymal_stem_like,RBM6,10180,1.0
mesenchymal_stem_like,RBM5,10181,1.0
mesenchymal_stem_like,LHFP,10186,1.0
mesenchymal_stem_like,CALCRL,10203,1.0
mesenchymal_stem_like,RCAN2,10231,1.0
mesenchymal_stem_like,LRRC17,10234,1.0
mesenchymal_stem_like,SPRY1,10252,1.0
mesenchymal_stem_like,SPRY2,10253,1.0
mesenchymal_stem_like,CDKN1A,1026,1.0
mesenchymal_stem_like,RAMP2,10266,1.0
mesenchymal_stem_like,RAMP3,10268,1.0
mesenchymal_stem_like,CDKN1C,1028,1.0
mesenchymal_stem_like,RTN3,10313,1.0
mesenchymal_stem_like,TRIM22,10346,1.0
mesenchymal_stem_like,ABCA8,10351,1.0
mesenchymal_stem_like,CDO1,1036,1.0
mesenchymal_stem_like,KLF2,10365,1.0
mesenchymal_stem_like,CITED2,10370,1.0
mesenchymal_stem_like,CORO2B,10391,1.0
mesenchymal_stem_like,DLC1,10395,1.0
mesenchymal_stem_like,MYL9,10398,1.0
mesenchymal_stem_like,PGCP,10404,1.0
mesenchymal_stem_like,BASP1,10409,1.0
mesenchymal_stem_like,SPON2,10417,1.0
mesenchymal_stem_like,SPON1,10418,1.0
mesenchymal_stem_like,PGRMC2,10424,1.0
mesenchymal_stem_like,CD52,1043,1.0
mesenchymal_stem_like,OLFM1,10439,1.0
mesenchymal_stem_like,CLEC10A,10462,1.0
mesenchymal_stem_like,FST,10468,1.0
mesenchymal_stem_like,SEC23A,10484,1.0
mesenchymal_stem_like,VTI1B,10490,1.0
mesenchymal_stem_like,CRTAP,10491,1.0
