sampleId,patientId,gene,entrezGeneId,expressionRsemBatchNormalized
TCGA-BH-A6R9-01,TCGA-BH-A6R9,FOXC1,2296,651.466
TCGA-BH-A6R9-01,TCGA-BH-A6R9,GATA3,2625,303.339
TCGA-BH-A6R9-01,TCGA-BH-A6R9,IFNG,3458,14.658
TCGA-BH-A6R9-01,TCGA-BH-A6R9,KRT5,3852,35280.5
TCGA-BH-A6R9-01,TCGA-BH-A6R9,KRT14,3861,3168.97
TCGA-BH-A6R9-01,TCGA-BH-A6R9,KRT17,3872,52904.7
TCGA-BH-A6R9-01,TCGA-BH-A6R9,AR,367,67.1824
TCGA-BH-A6R9-01,TCGA-BH-A6R9,MKI67,4288,1102.61
TCGA-BH-A6R9-01,TCGA-BH-A6R9,MUC1,4582,169.788
TCGA-BH-A6R9-01,TCGA-BH-A6R9,PGR,5241,89.8331
TCGA-BH-A6R9-01,TCGA-BH-A6R9,VIM,7431,75825.3
TCGA-BH-A6R9-01,TCGA-BH-A6R9,CD8A,925,276.873
TCGA-BH-A6R9-01,TCGA-BH-A6R9,CD274,29126,262.215
TCGA-BH-A6R9-01,TCGA-BH-A6R9,CXCL9,4283,1668.16
TCGA-BH-A6R9-01,TCGA-BH-A6R9,EGFR,1956,1144.92
TCGA-BH-A6R9-01,TCGA-BH-A6R9,EPCAM,4072,115.635
TCGA-BH-A6R9-01,TCGA-BH-A6R9,ERBB2,2064,2013.84
TCGA-BH-A6R9-01,TCGA-BH-A6R9,ESR1,2099,173.86
TCGA-BH-A8FY-01,TCGA-BH-A8FY,FOXA1,3169,8337.82
TCGA-BH-A8FY-01,TCGA-BH-A8FY,FOXC1,2296,110.942
TCGA-BH-A8FY-01,TCGA-BH-A8FY,GATA3,2625,12017.2
TCGA-BH-A8FY-01,TCGA-BH-A8FY,IFNG,3458,0
TCGA-BH-A8FY-01,TCGA-BH-A8FY,KRT5,3852,1014.01
TCGA-BH-A8FY-01,TCGA-BH-A8FY,KRT14,3861,1303.56
TCGA-BH-A8FY-01,TCGA-BH-A8FY,KRT17,3872,1309.67
TCGA-BH-A8FY-01,TCGA-BH-A8FY,AR,367,136.458
TCGA-BH-A8FY-01,TCGA-BH-A8FY,MKI67,4288,764.388
TCGA-BH-A8FY-01,TCGA-BH-A8FY,MUC1,4582,9343.5
TCGA-BH-A8FY-01,TCGA-BH-A8FY,PGR,5241,3698.59
TCGA-BH-A8FY-01,TCGA-BH-A8FY,VIM,7431,8291.22
TCGA-BH-A8FY-01,TCGA-BH-A8FY,CD8A,925,22.743
TCGA-BH-A8FY-01,TCGA-BH-A8FY,CD274,29126,11.0942
TCGA-BH-A8FY-01,TCGA-BH-A8FY,CXCL9,4283,53.252
TCGA-BH-A8FY-01,TCGA-BH-A8FY,EGFR,1956,22.743
TCGA-BH-A8FY-01,TCGA-BH-A8FY,EPCAM,4072,6183.89
TCGA-BH-A8FY-01,TCGA-BH-A8FY,ERBB2,2064,6171.68
TCGA-BH-A8FY-01,TCGA-BH-A8FY,ESR1,2099,18662
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,FOXA1,3169,2641.18
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,FOXC1,2296,635.934
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,GATA3,2625,2358.5
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,IFNG,3458,2.9402
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,KRT5,3852,7374.15
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,KRT14,3861,9172.32
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,KRT17,3872,9928.8
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,AR,367,1287.83
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,MKI67,4288,635.514
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,MUC1,4582,9340.33
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,PGR,5241,721.932
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,VIM,7431,35588.2
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,CD8A,925,339.389
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,CD274,29126,120.55
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,CXCL9,4283,1441.14
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,EGFR,1956,412.874
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,EPCAM,4072,1424.76
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,ERBB2,2064,16551.1
TCGA-BH-A8FZ-01,TCGA-BH-A8FZ,ESR1,2099,1508.77
TCGA-BH-A8G0-01,TCGA-BH-A8G0,FOXA1,3169,4794.69
TCGA-BH-A8G0-01,TCGA-BH-A8G0,FOXC1,2296,270.049
TCGA-BH-A8G0-01,TCGA-BH-A8G0,GATA3,2625,8139.84
TCGA-BH-A8G0-01,TCGA-BH-A8G0,IFNG,3458,0.4797
TCGA-BH-A8G0-01,TCGA-BH-A8G0,KRT5,3852,7239.52
TCGA-BH-A8G0-01,TCGA-BH-A8G0,KRT14,3861,5255.64
TCGA-BH-A8G0-01,TCGA-BH-A8G0,KRT17,3872,4616.73
TCGA-BH-A8G0-01,TCGA-BH-A8G0,AR,367,580.869
TCGA-BH-A8G0-01,TCGA-BH-A8G0,MKI67,4288,236.952
TCGA-BH-A8G0-01,TCGA-BH-A8G0,MUC1,4582,16994.9
TCGA-BH-A8G0-01,TCGA-BH-A8G0,PGR,5241,2925.45
TCGA-BH-A8G0-01,TCGA-BH-A8G0,VIM,7431,43737.7
TCGA-BH-A8G0-01,TCGA-BH-A8G0,CD8A,925,267.651
TCGA-BH-A8G0-01,TCGA-BH-A8G0,CD274,29126,39.8118
TCGA-BH-A8G0-01,TCGA-BH-A8G0,CXCL9,4283,428.817
TCGA-BH-A8G0-01,TCGA-BH-A8G0,EGFR,1956,302.177
TCGA-BH-A8G0-01,TCGA-BH-A8G0,EPCAM,4072,2209.8
TCGA-BH-A8G0-01,TCGA-BH-A8G0,ERBB2,2064,8956.7
TCGA-BH-A8G0-01,TCGA-BH-A8G0,ESR1,2099,5577.49
TCGA-BH-AB28-01,TCGA-BH-AB28,FOXA1,3169,6668
TCGA-BH-AB28-01,TCGA-BH-AB28,FOXC1,2296,96.4528
TCGA-BH-AB28-01,TCGA-BH-AB28,GATA3,2625,13188.9
TCGA-BH-AB28-01,TCGA-BH-AB28,IFNG,3458,0.7971
TCGA-BH-AB28-01,TCGA-BH-AB28,KRT5,3852,1112.4
TCGA-BH-AB28-01,TCGA-BH-AB28,KRT14,3861,689.518
TCGA-BH-AB28-01,TCGA-BH-AB28,KRT17,3872,373.456
TCGA-BH-AB28-01,TCGA-BH-AB28,AR,367,844.161
TCGA-BH-AB28-01,TCGA-BH-AB28,MKI67,4288,1192.11
TCGA-BH-AB28-01,TCGA-BH-AB28,MUC1,4582,23226.8
TCGA-BH-AB28-01,TCGA-BH-AB28,PGR,5241,3592.02
TCGA-BH-AB28-01,TCGA-BH-AB28,VIM,7431,13984.8
TCGA-BH-AB28-01,TCGA-BH-AB28,CD8A,925,147.868
TCGA-BH-AB28-01,TCGA-BH-AB28,CD274,29126,8.7684
TCGA-BH-AB28-01,TCGA-BH-AB28,CXCL9,4283,968.912
TCGA-BH-AB28-01,TCGA-BH-AB28,EGFR,1956,166.6
TCGA-BH-AB28-01,TCGA-BH-AB28,EPCAM,4072,2827.02
TCGA-BH-AB28-01,TCGA-BH-AB28,ERBB2,2064,17767.6
TCGA-BH-AB28-01,TCGA-BH-AB28,ESR1,2099,16406.5
TCGA-C8-A12K-01,TCGA-C8-A12K,FOXA1,3169,112.585
TCGA-C8-A12K-01,TCGA-C8-A12K,FOXC1,2296,831.585
TCGA-C8-A12K-01,TCGA-C8-A12K,GATA3,2625,895.743
TCGA-C8-A12K-01,TCGA-C8-A12K,IFNG,3458,72.4861
TCGA-C8-A12K-01,TCGA-C8-A12K,KRT5,3852,1478.41
TCGA-C8-A12K-01,TCGA-C8-A12K,KRT14,3861,179.519
TCGA-C8-A12K-01,TCGA-C8-A12K,KRT17,3872,497.532
TCGA-C8-A12K-01,TCGA-C8-A12K,AR,367,4.6268
TCGA-C8-A12K-01,TCGA-C8-A12K,MKI67,4288,3453.42
TCGA-C8-A12K-01,TCGA-C8-A12K,MUC1,4582,4426.9
TCGA-C8-A12K-01,TCGA-C8-A12K,PGR,5241,15.4226
TCGA-C8-A12K-01,TCGA-C8-A12K,VIM,7431,19944.3
TCGA-C8-A12K-01,TCGA-C8-A12K,CD8A,925,918.877
TCGA-C8-A12K-01,TCGA-C8-A12K,CD274,29126,121.53
TCGA-C8-A12K-01,TCGA-C8-A12K,CXCL9,4283,8705.43
TCGA-C8-A12K-01,TCGA-C8-A12K,EGFR,1956,483.344
TCGA-C8-A12K-01,TCGA-C8-A12K,EPCAM,4072,4625.23
TCGA-C8-A12K-01,TCGA-C8-A12K,ERBB2,2064,1805.98
TCGA-C8-A12K-01,TCGA-C8-A12K,ESR1,2099,772.98
TCGA-C8-A12L-01,TCGA-C8-A12L,FOXA1,3169,3623.66
TCGA-C8-A12L-01,TCGA-C8-A12L,FOXC1,2296,332.014
TCGA-C8-A12L-01,TCGA-C8-A12L,GATA3,2625,1713.89
TCGA-C8-A12L-01,TCGA-C8-A12L,IFNG,3458,15.829
TCGA-C8-A12L-01,TCGA-C8-A12L,KRT5,3852,2729.72
TCGA-C8-A12L-01,TCGA-C8-A12L,KRT14,3861,548.476
TCGA-C8-A12L-01,TCGA-C8-A12L,KRT17,3872,2750.3
TCGA-C8-A12L-01,TCGA-C8-A12L,AR,367,1884.84
TCGA-C8-A12L-01,TCGA-C8-A12L,MKI67,4288,3734.07
TCGA-C8-A12L-01,TCGA-C8-A12L,MUC1,4582,4273.45
TCGA-C8-A12L-01,TCGA-C8-A12L,PGR,5241,19.3906
TCGA-C8-A12L-01,TCGA-C8-A12L,VIM,7431,9121.06
TCGA-C8-A12L-01,TCGA-C8-A12L,CD8A,925,72.8136
TCGA-C8-A12L-01,TCGA-C8-A12L,CD274,29126,132.964
TCGA-C8-A12L-01,TCGA-C8-A12L,CXCL9,4283,1523.55
TCGA-C8-A12L-01,TCGA-C8-A12L,EGFR,1956,3890.74
TCGA-C8-A12L-01,TCGA-C8-A12L,EPCAM,4072,4703.6
TCGA-C8-A12L-01,TCGA-C8-A12L,ERBB2,2064,19790.7
TCGA-C8-A12L-01,TCGA-C8-A12L,ESR1,2099,243.767
TCGA-C8-A12M-01,TCGA-C8-A12M,FOXA1,3169,16991.9
TCGA-C8-A12M-01,TCGA-C8-A12M,FOXC1,2296,42.9144
TCGA-C8-A12M-01,TCGA-C8-A12M,GATA3,2625,26552.7
TCGA-C8-A12M-01,TCGA-C8-A12M,IFNG,3458,0.5364
TCGA-C8-A12M-01,TCGA-C8-A12M,KRT5,3852,8.0464
TCGA-C8-A12M-01,TCGA-C8-A12M,KRT14,3861,4.2914
TCGA-C8-A12M-01,TCGA-C8-A12M,KRT17,3872,3.755
TCGA-C8-A12M-01,TCGA-C8-A12M,AR,367,794.989
TCGA-C8-A12M-01,TCGA-C8-A12M,MKI67,4288,1319.62
TCGA-C8-A12M-01,TCGA-C8-A12M,MUC1,4582,126.061
TCGA-C8-A12M-01,TCGA-C8-A12M,PGR,5241,89.0473
TCGA-C8-A12M-01,TCGA-C8-A12M,VIM,7431,9197.09
TCGA-C8-A12M-01,TCGA-C8-A12M,CD8A,925,227.446
TCGA-C8-A12M-01,TCGA-C8-A12M,CD274,29126,16.0929
TCGA-C8-A12M-01,TCGA-C8-A12M,CXCL9,4283,2084.03
TCGA-C8-A12M-01,TCGA-C8-A12M,EGFR,1956,52.0337
TCGA-C8-A12M-01,TCGA-C8-A12M,EPCAM,4072,4039.85
TCGA-C8-A12M-01,TCGA-C8-A12M,ERBB2,2064,12476.3
TCGA-C8-A12M-01,TCGA-C8-A12M,ESR1,2099,30697.2
TCGA-C8-A12N-01,TCGA-C8-A12N,FOXA1,3169,7565.45
TCGA-C8-A12N-01,TCGA-C8-A12N,FOXC1,2296,54.419
TCGA-C8-A12N-01,TCGA-C8-A12N,GATA3,2625,15024.9
TCGA-C8-A12N-01,TCGA-C8-A12N,IFNG,3458,1.2093
TCGA-C8-A12N-01,TCGA-C8-A12N,KRT5,3852,241.056
TCGA-C8-A12N-01,TCGA-C8-A12N,KRT14,3861,216.064
TCGA-C8-A12N-01,TCGA-C8-A12N,KRT17,3872,266.855
TCGA-C8-A12N-01,TCGA-C8-A12N,AR,367,222.917
TCGA-C8-A12N-01,TCGA-C8-A12N,MKI67,4288,499.849
TCGA-C8-A12N-01,TCGA-C8-A12N,MUC1,4582,3937.12
TCGA-C8-A12N-01,TCGA-C8-A12N,PGR,5241,5283.64
TCGA-C8-A12N-01,TCGA-C8-A12N,VIM,7431,23059.1
TCGA-C8-A12N-01,TCGA-C8-A12N,CD8A,925,83.0394
TCGA-C8-A12N-01,TCGA-C8-A12N,CD274,29126,25.7986
TCGA-C8-A12N-01,TCGA-C8-A12N,CXCL9,4283,248.715
TCGA-C8-A12N-01,TCGA-C8-A12N,EGFR,1956,94.3263
TCGA-C8-A12N-01,TCGA-C8-A12N,EPCAM,4072,3488.46
TCGA-C8-A12N-01,TCGA-C8-A12N,ERBB2,2064,3935.91
TCGA-C8-A12N-01,TCGA-C8-A12N,ESR1,2099,12098.4
TCGA-C8-A12O-01,TCGA-C8-A12O,FOXA1,3169,4825.36
TCGA-C8-A12O-01,TCGA-C8-A12O,FOXC1,2296,102.04
TCGA-C8-A12O-01,TCGA-C8-A12O,GATA3,2625,3323.22
TCGA-C8-A12O-01,TCGA-C8-A12O,IFNG,3458,2.8443
TCGA-C8-A12O-01,TCGA-C8-A12O,KRT5,3852,1737.16
TCGA-C8-A12O-01,TCGA-C8-A12O,KRT14,3861,1040.3
TCGA-C8-A12O-01,TCGA-C8-A12O,KRT17,3872,1662.14
TCGA-C8-A12O-01,TCGA-C8-A12O,AR,367,1048.48
TCGA-C8-A12O-01,TCGA-C8-A12O,MKI67,4288,2381.75
TCGA-C8-A12O-01,TCGA-C8-A12O,MUC1,4582,4848.83
TCGA-C8-A12O-01,TCGA-C8-A12O,PGR,5241,2097.77
TCGA-C8-A12O-01,TCGA-C8-A12O,VIM,7431,20426.3
TCGA-C8-A12O-01,TCGA-C8-A12O,CD8A,925,221.145
TCGA-C8-A12O-01,TCGA-C8-A12O,CD274,29126,24.1766
TCGA-C8-A12O-01,TCGA-C8-A12O,CXCL9,4283,1180.74
TCGA-C8-A12O-01,TCGA-C8-A12O,EGFR,1956,399.621
TCGA-C8-A12O-01,TCGA-C8-A12O,EPCAM,4072,3625.78
TCGA-C8-A12O-01,TCGA-C8-A12O,ERBB2,2064,5200.81
TCGA-C8-A12O-01,TCGA-C8-A12O,ESR1,2099,6373.73
TCGA-C8-A12P-01,TCGA-C8-A12P,FOXA1,3169,3648.45
TCGA-C8-A12P-01,TCGA-C8-A12P,FOXC1,2296,54.2606
TCGA-C8-A12P-01,TCGA-C8-A12P,GATA3,2625,164.692
TCGA-C8-A12P-01,TCGA-C8-A12P,IFNG,3458,1.9106
TCGA-C8-A12P-01,TCGA-C8-A12P,KRT5,3852,2076.42
TCGA-C8-A12P-01,TCGA-C8-A12P,KRT14,3861,4.9675
TCGA-C8-A12P-01,TCGA-C8-A12P,KRT17,3872,173.863
TCGA-C8-A12P-01,TCGA-C8-A12P,AR,367,151.7
TCGA-C8-A12P-01,TCGA-C8-A12P,MKI67,4288,2586.17
TCGA-C8-A12P-01,TCGA-C8-A12P,MUC1,4582,2580.44
TCGA-C8-A12P-01,TCGA-C8-A12P,PGR,5241,60.5082
TCGA-C8-A12P-01,TCGA-C8-A12P,VIM,7431,16132.6
TCGA-C8-A12P-01,TCGA-C8-A12P,CD8A,925,99.7325
TCGA-C8-A12P-01,TCGA-C8-A12P,CD274,29126,70.3095
TCGA-C8-A12P-01,TCGA-C8-A12P,CXCL9,4283,1760.79
TCGA-C8-A12P-01,TCGA-C8-A12P,EGFR,1956,429.117
TCGA-C8-A12P-01,TCGA-C8-A12P,EPCAM,4072,9831.87
TCGA-C8-A12P-01,TCGA-C8-A12P,ERBB2,2064,54198.3
TCGA-C8-A12P-01,TCGA-C8-A12P,ESR1,2099,27.5124
TCGA-C8-A12Q-01,TCGA-C8-A12Q,FOXA1,3169,4437.64
TCGA-C8-A12Q-01,TCGA-C8-A12Q,FOXC1,2296,120.009
TCGA-C8-A12Q-01,TCGA-C8-A12Q,GATA3,2625,2343.46
TCGA-C8-A12Q-01,TCGA-C8-A12Q,IFNG,3458,3.2838
TCGA-C8-A12Q-01,TCGA-C8-A12Q,KRT5,3852,876.483
TCGA-C8-A12Q-01,TCGA-C8-A12Q,KRT14,3861,896.783
TCGA-C8-A12Q-01,TCGA-C8-A12Q,KRT17,3872,570.192
TCGA-C8-A12Q-01,TCGA-C8-A12Q,AR,367,1667.89
TCGA-C8-A12Q-01,TCGA-C8-A12Q,MKI67,4288,2690.95
TCGA-C8-A12Q-01,TCGA-C8-A12Q,MUC1,4582,10198.1
TCGA-C8-A12Q-01,TCGA-C8-A12Q,PGR,5241,106.432
TCGA-C8-A12Q-01,TCGA-C8-A12Q,VIM,7431,16048.4
TCGA-C8-A12Q-01,TCGA-C8-A12Q,CD8A,925,131.95
TCGA-C8-A12Q-01,TCGA-C8-A12Q,CD274,29126,37.6147
TCGA-C8-A12Q-01,TCGA-C8-A12Q,CXCL9,4283,1121.87
TCGA-C8-A12Q-01,TCGA-C8-A12Q,EGFR,1956,225.683
TCGA-C8-A12Q-01,TCGA-C8-A12Q,EPCAM,4072,5375.33
TCGA-C8-A12Q-01,TCGA-C8-A12Q,ERBB2,2064,154327
TCGA-C8-A12Q-01,TCGA-C8-A12Q,ESR1,2099,315.844
TCGA-C8-A12T-01,TCGA-C8-A12T,FOXA1,3169,6474.81
TCGA-C8-A12T-01,TCGA-C8-A12T,FOXC1,2296,78.6684
TCGA-C8-A12T-01,TCGA-C8-A12T,GATA3,2625,14300.8
TCGA-C8-A12T-01,TCGA-C8-A12T,IFNG,3458,1.7778
TCGA-C8-A12T-01,TCGA-C8-A12T,KRT5,3852,1324.47
TCGA-C8-A12T-01,TCGA-C8-A12T,KRT14,3861,1168.91
TCGA-C8-A12T-01,TCGA-C8-A12T,KRT17,3872,2689.39
TCGA-C8-A12T-01,TCGA-C8-A12T,AR,367,650.237
TCGA-C8-A12T-01,TCGA-C8-A12T,MKI67,4288,5978.8
TCGA-C8-A12T-01,TCGA-C8-A12T,MUC1,4582,8168.63
TCGA-C8-A12T-01,TCGA-C8-A12T,PGR,5241,1718.27
TCGA-C8-A12T-01,TCGA-C8-A12T,VIM,7431,37145.9
TCGA-C8-A12T-01,TCGA-C8-A12T,CD8A,925,138.225
TCGA-C8-A12T-01,TCGA-C8-A12T,CD274,29126,19.1115
TCGA-C8-A12T-01,TCGA-C8-A12T,CXCL9,4283,763.128
TCGA-C8-A12T-01,TCGA-C8-A12T,EGFR,1956,137.781
TCGA-C8-A12T-01,TCGA-C8-A12T,EPCAM,4072,2979.18
TCGA-C8-A12T-01,TCGA-C8-A12T,ERBB2,2064,42587.6
TCGA-C8-A12T-01,TCGA-C8-A12T,ESR1,2099,2168.94
TCGA-C8-A12U-01,TCGA-C8-A12U,FOXA1,3169,6345.59
TCGA-C8-A12U-01,TCGA-C8-A12U,FOXC1,2296,27.6817
TCGA-C8-A12U-01,TCGA-C8-A12U,GATA3,2625,15482.3
TCGA-C8-A12U-01,TCGA-C8-A12U,IFNG,3458,40.2249
TCGA-C8-A12U-01,TCGA-C8-A12U,KRT5,3852,86.9377
TCGA-C8-A12U-01,TCGA-C8-A12U,KRT14,3861,76.5571
TCGA-C8-A12U-01,TCGA-C8-A12U,KRT17,3872,100.346
TCGA-C8-A12U-01,TCGA-C8-A12U,AR,367,412.63
TCGA-C8-A12U-01,TCGA-C8-A12U,MKI67,4288,2404.84
TCGA-C8-A12U-01,TCGA-C8-A12U,MUC1,4582,4980.97
TCGA-C8-A12U-01,TCGA-C8-A12U,PGR,5241,68.0147
TCGA-C8-A12U-01,TCGA-C8-A12U,VIM,7431,7352.95
TCGA-C8-A12U-01,TCGA-C8-A12U,CD8A,925,611.159
TCGA-C8-A12U-01,TCGA-C8-A12U,CD274,29126,18.5986
TCGA-C8-A12U-01,TCGA-C8-A12U,CXCL9,4283,7885.81
TCGA-C8-A12U-01,TCGA-C8-A12U,EGFR,1956,45.8478
TCGA-C8-A12U-01,TCGA-C8-A12U,EPCAM,4072,10322.2
TCGA-C8-A12U-01,TCGA-C8-A12U,ERBB2,2064,4312.28
TCGA-C8-A12U-01,TCGA-C8-A12U,ESR1,2099,4612.89
TCGA-C8-A12V-01,TCGA-C8-A12V,FOXA1,3169,51.0949
TCGA-C8-A12V-01,TCGA-C8-A12V,FOXC1,2296,624.899
TCGA-C8-A12V-01,TCGA-C8-A12V,GATA3,2625,1121.65
TCGA-C8-A12V-01,TCGA-C8-A12V,IFNG,3458,156.123
TCGA-C8-A12V-01,TCGA-C8-A12V,KRT5,3852,2292.38
TCGA-C8-A12V-01,TCGA-C8-A12V,KRT14,3861,1326.85
TCGA-C8-A12V-01,TCGA-C8-A12V,KRT17,3872,885.239
TCGA-C8-A12V-01,TCGA-C8-A12V,AR,367,11.7599
TCGA-C8-A12V-01,TCGA-C8-A12V,MKI67,4288,4244.53
TCGA-C8-A12V-01,TCGA-C8-A12V,MUC1,4582,755.475
TCGA-C8-A12V-01,TCGA-C8-A12V,PGR,5241,32.0357
TCGA-C8-A12V-01,TCGA-C8-A12V,VIM,7431,20330.6
TCGA-C8-A12V-01,TCGA-C8-A12V,CD8A,925,2118.41
TCGA-C8-A12V-01,TCGA-C8-A12V,CD274,29126,223.439
TCGA-C8-A12V-01,TCGA-C8-A12V,CXCL9,4283,11229.1
TCGA-C8-A12V-01,TCGA-C8-A12V,EGFR,1956,775.345
TCGA-C8-A12V-01,TCGA-C8-A12V,EPCAM,4072,8164.23
TCGA-C8-A12V-01,TCGA-C8-A12V,ERBB2,2064,1557.58
TCGA-C8-A12V-01,TCGA-C8-A12V,ESR1,2099,160.584
TCGA-C8-A12W-01,TCGA-C8-A12W,FOXA1,3169,5211.48
TCGA-C8-A12W-01,TCGA-C8-A12W,FOXC1,2296,75.5287
TCGA-C8-A12W-01,TCGA-C8-A12W,GATA3,2625,11498.1
TCGA-C8-A12W-01,TCGA-C8-A12W,IFNG,3458,0
TCGA-C8-A12W-01,TCGA-C8-A12W,KRT5,3852,473.457
TCGA-C8-A12W-01,TCGA-C8-A12W,KRT14,3861,399.223
TCGA-C8-A12W-01,TCGA-C8-A12W,KRT17,3872,703.496
TCGA-C8-A12W-01,TCGA-C8-A12W,AR,367,338.369
TCGA-C8-A12W-01,TCGA-C8-A12W,MKI67,4288,3299.53
TCGA-C8-A12W-01,TCGA-C8-A12W,MUC1,4582,1403.97
TCGA-C8-A12W-01,TCGA-C8-A12W,PGR,5241,996.31
TCGA-C8-A12W-01,TCGA-C8-A12W,VIM,7431,23470.8
TCGA-C8-A12W-01,TCGA-C8-A12W,CD8A,925,117.825
TCGA-C8-A12W-01,TCGA-C8-A12W,CD274,29126,31.0747
TCGA-C8-A12W-01,TCGA-C8-A12W,CXCL9,4283,535.175
TCGA-C8-A12W-01,TCGA-C8-A12W,EGFR,1956,152.784
TCGA-C8-A12W-01,TCGA-C8-A12W,EPCAM,4072,2536.04
TCGA-C8-A12W-01,TCGA-C8-A12W,ERBB2,2064,8870.09
TCGA-C8-A12W-01,TCGA-C8-A12W,ESR1,2099,4290.03
TCGA-C8-A12X-01,TCGA-C8-A12X,FOXA1,3169,5679.14
TCGA-C8-A12X-01,TCGA-C8-A12X,FOXC1,2296,220.144
TCGA-C8-A12X-01,TCGA-C8-A12X,GATA3,2625,24713.7
TCGA-C8-A12X-01,TCGA-C8-A12X,IFNG,3458,0
TCGA-C8-A12X-01,TCGA-C8-A12X,KRT5,3852,0.7194
TCGA-C8-A12X-01,TCGA-C8-A12X,KRT14,3861,6.4748
TCGA-C8-A12X-01,TCGA-C8-A12X,KRT17,3872,2.8777
TCGA-C8-A12X-01,TCGA-C8-A12X,AR,367,570.504
TCGA-C8-A12X-01,TCGA-C8-A12X,MKI67,4288,1475.54
TCGA-C8-A12X-01,TCGA-C8-A12X,MUC1,4582,966.187
TCGA-C8-A12X-01,TCGA-C8-A12X,PGR,5241,810.727
TCGA-C8-A12X-01,TCGA-C8-A12X,VIM,7431,14054.2
TCGA-C8-A12X-01,TCGA-C8-A12X,CD8A,925,84.1727
TCGA-C8-A12X-01,TCGA-C8-A12X,CD274,29126,8.6331
TCGA-C8-A12X-01,TCGA-C8-A12X,CXCL9,4283,100.719
TCGA-C8-A12X-01,TCGA-C8-A12X,EGFR,1956,26.6187
TCGA-C8-A12X-01,TCGA-C8-A12X,EPCAM,4072,4879.14
TCGA-C8-A12X-01,TCGA-C8-A12X,ERBB2,2064,4192.81
TCGA-C8-A12X-01,TCGA-C8-A12X,ESR1,2099,14018
TCGA-C8-A12Y-01,TCGA-C8-A12Y,FOXA1,3169,10036.2
TCGA-C8-A12Y-01,TCGA-C8-A12Y,FOXC1,2296,74.8412
TCGA-C8-A12Y-01,TCGA-C8-A12Y,GATA3,2625,17870.2
TCGA-C8-A12Y-01,TCGA-C8-A12Y,IFNG,3458,0
TCGA-C8-A12Y-01,TCGA-C8-A12Y,KRT5,3852,1398.51
TCGA-C8-A12Y-01,TCGA-C8-A12Y,KRT14,3861,1792.87
TCGA-C8-A12Y-01,TCGA-C8-A12Y,KRT17,3872,2301.57
TCGA-C8-A12Y-01,TCGA-C8-A12Y,AR,367,41.1489
TCGA-C8-A12Y-01,TCGA-C8-A12Y,MKI67,4288,939.243
TCGA-C8-A12Y-01,TCGA-C8-A12Y,MUC1,4582,15386.6
TCGA-C8-A12Y-01,TCGA-C8-A12Y,PGR,5241,2639.53
TCGA-C8-A12Y-01,TCGA-C8-A12Y,VIM,7431,16431.8
TCGA-C8-A12Y-01,TCGA-C8-A12Y,CD8A,925,83.6785
TCGA-C8-A12Y-01,TCGA-C8-A12Y,CD274,29126,4.4187
TCGA-C8-A12Y-01,TCGA-C8-A12Y,CXCL9,4283,280.586
TCGA-C8-A12Y-01,TCGA-C8-A12Y,EGFR,1956,45.2914
TCGA-C8-A12Y-01,TCGA-C8-A12Y,EPCAM,4072,6818.01
TCGA-C8-A12Y-01,TCGA-C8-A12Y,ERBB2,2064,6933.17
TCGA-C8-A12Y-01,TCGA-C8-A12Y,ESR1,2099,6196.35
TCGA-C8-A12Z-01,TCGA-C8-A12Z,FOXA1,3169,8967.67
TCGA-C8-A12Z-01,TCGA-C8-A12Z,FOXC1,2296,90.4733
TCGA-C8-A12Z-01,TCGA-C8-A12Z,GATA3,2625,7494.04
TCGA-C8-A12Z-01,TCGA-C8-A12Z,IFNG,3458,0
TCGA-C8-A12Z-01,TCGA-C8-A12Z,KRT5,3852,90.965
TCGA-C8-A12Z-01,TCGA-C8-A12Z,KRT14,3861,4.4253
TCGA-C8-A12Z-01,TCGA-C8-A12Z,KRT17,3872,261.586
TCGA-C8-A12Z-01,TCGA-C8-A12Z,AR,367,281.745
TCGA-C8-A12Z-01,TCGA-C8-A12Z,MKI67,4288,5063.55
TCGA-C8-A12Z-01,TCGA-C8-A12Z,MUC1,4582,35081.5
TCGA-C8-A12Z-01,TCGA-C8-A12Z,PGR,5241,21.6349
TCGA-C8-A12Z-01,TCGA-C8-A12Z,VIM,7431,11626.3
TCGA-C8-A12Z-01,TCGA-C8-A12Z,CD8A,925,27.0436
