sampleId,patientId,gene,entrezGeneId,expressionRsemBatchNormalized
TCGA-A8-A09N-01,TCGA-A8-A09N,PGR,5241,1230.97
TCGA-A8-A09N-01,TCGA-A8-A09N,VIM,7431,8982.43
TCGA-A8-A09N-01,TCGA-A8-A09N,CD8A,925,185.904
TCGA-A8-A09N-01,TCGA-A8-A09N,CD274,29126,10.4735
TCGA-A8-A09N-01,TCGA-A8-A09N,CXCL9,4283,1331.01
TCGA-A8-A09N-01,TCGA-A8-A09N,EGFR,1956,58.0406
TCGA-A8-A09N-01,TCGA-A8-A09N,EPCAM,4072,2791.18
TCGA-A8-A09N-01,TCGA-A8-A09N,ERBB2,2064,4825.22
TCGA-A8-A09N-01,TCGA-A8-A09N,ESR1,2099,18137.9
TCGA-A8-A09Q-01,TCGA-A8-A09Q,FOXA1,3169,6987.24
TCGA-A8-A09Q-01,TCGA-A8-A09Q,FOXC1,2296,41.8711
TCGA-A8-A09Q-01,TCGA-A8-A09Q,GATA3,2625,9716.06
TCGA-A8-A09Q-01,TCGA-A8-A09Q,IFNG,3458,12.1034
TCGA-A8-A09Q-01,TCGA-A8-A09Q,KRT5,3852,21.5898
TCGA-A8-A09Q-01,TCGA-A8-A09Q,KRT14,3861,15.0474
TCGA-A8-A09Q-01,TCGA-A8-A09Q,KRT17,3872,21.9169
TCGA-A8-A09Q-01,TCGA-A8-A09Q,AR,367,3888.78
TCGA-A8-A09Q-01,TCGA-A8-A09Q,MKI67,4288,2881.58
TCGA-A8-A09Q-01,TCGA-A8-A09Q,MUC1,4582,4069.35
TCGA-A8-A09Q-01,TCGA-A8-A09Q,PGR,5241,6538.15
TCGA-A8-A09Q-01,TCGA-A8-A09Q,VIM,7431,14321
TCGA-A8-A09Q-01,TCGA-A8-A09Q,CD8A,925,193
TCGA-A8-A09Q-01,TCGA-A8-A09Q,CD274,29126,41.8711
TCGA-A8-A09Q-01,TCGA-A8-A09Q,CXCL9,4283,2568.86
TCGA-A8-A09Q-01,TCGA-A8-A09Q,EGFR,1956,103.696
TCGA-A8-A09Q-01,TCGA-A8-A09Q,EPCAM,4072,2755.32
TCGA-A8-A09Q-01,TCGA-A8-A09Q,ERBB2,2064,4014.39
TCGA-A8-A09Q-01,TCGA-A8-A09Q,ESR1,2099,25352.3
TCGA-A8-A09R-01,TCGA-A8-A09R,FOXA1,3169,8278.95
TCGA-A8-A09R-01,TCGA-A8-A09R,FOXC1,2296,47.4991
TCGA-A8-A09R-01,TCGA-A8-A09R,GATA3,2625,15370.7
TCGA-A8-A09R-01,TCGA-A8-A09R,IFNG,3458,21.8784
TCGA-A8-A09R-01,TCGA-A8-A09R,KRT5,3852,240.086
TCGA-A8-A09R-01,TCGA-A8-A09R,KRT14,3861,149.406
TCGA-A8-A09R-01,TCGA-A8-A09R,KRT17,3872,315.797
TCGA-A8-A09R-01,TCGA-A8-A09R,AR,367,1405.97
TCGA-A8-A09R-01,TCGA-A8-A09R,MKI67,4288,2118.75
TCGA-A8-A09R-01,TCGA-A8-A09R,MUC1,4582,4730.91
TCGA-A8-A09R-01,TCGA-A8-A09R,PGR,5241,143.98
TCGA-A8-A09R-01,TCGA-A8-A09R,VIM,7431,19341
TCGA-A8-A09R-01,TCGA-A8-A09R,CD8A,925,216.481
TCGA-A8-A09R-01,TCGA-A8-A09R,CD274,29126,73.4077
TCGA-A8-A09R-01,TCGA-A8-A09R,CXCL9,4283,11472.9
TCGA-A8-A09R-01,TCGA-A8-A09R,EGFR,1956,112.271
TCGA-A8-A09R-01,TCGA-A8-A09R,EPCAM,4072,4609.14
TCGA-A8-A09R-01,TCGA-A8-A09R,ERBB2,2064,12436.4
TCGA-A8-A09R-01,TCGA-A8-A09R,ESR1,2099,7385.1
TCGA-A8-A09T-01,TCGA-A8-A09T,FOXA1,3169,8311.32
TCGA-A8-A09T-01,TCGA-A8-A09T,FOXC1,2296,48.7421
TCGA-A8-A09T-01,TCGA-A8-A09T,GATA3,2625,7277.52
TCGA-A8-A09T-01,TCGA-A8-A09T,IFNG,3458,0
TCGA-A8-A09T-01,TCGA-A8-A09T,KRT5,3852,194.182
TCGA-A8-A09T-01,TCGA-A8-A09T,KRT14,3861,393.868
TCGA-A8-A09T-01,TCGA-A8-A09T,KRT17,3872,158.019
TCGA-A8-A09T-01,TCGA-A8-A09T,AR,367,899.371
TCGA-A8-A09T-01,TCGA-A8-A09T,MKI67,4288,1180.82
TCGA-A8-A09T-01,TCGA-A8-A09T,MUC1,4582,7254.72
TCGA-A8-A09T-01,TCGA-A8-A09T,PGR,5241,16732.7
TCGA-A8-A09T-01,TCGA-A8-A09T,VIM,7431,16743.3
TCGA-A8-A09T-01,TCGA-A8-A09T,CD8A,925,25.9434
TCGA-A8-A09T-01,TCGA-A8-A09T,CD274,29126,18.0818
TCGA-A8-A09T-01,TCGA-A8-A09T,CXCL9,4283,91.9811
TCGA-A8-A09T-01,TCGA-A8-A09T,EGFR,1956,39.3082
TCGA-A8-A09T-01,TCGA-A8-A09T,EPCAM,4072,3430.82
TCGA-A8-A09T-01,TCGA-A8-A09T,ERBB2,2064,6267.3
TCGA-A8-A09T-01,TCGA-A8-A09T,ESR1,2099,10967.8
TCGA-A8-A09V-01,TCGA-A8-A09V,FOXA1,3169,11414.6
TCGA-A8-A09V-01,TCGA-A8-A09V,FOXC1,2296,44.2673
TCGA-A8-A09V-01,TCGA-A8-A09V,GATA3,2625,12879.8
TCGA-A8-A09V-01,TCGA-A8-A09V,IFNG,3458,0.275
TCGA-A8-A09V-01,TCGA-A8-A09V,KRT5,3852,102.557
TCGA-A8-A09V-01,TCGA-A8-A09V,KRT14,3861,135.826
TCGA-A8-A09V-01,TCGA-A8-A09V,KRT17,3872,74.237
TCGA-A8-A09V-01,TCGA-A8-A09V,AR,367,2009.9
TCGA-A8-A09V-01,TCGA-A8-A09V,MKI67,4288,1977.18
TCGA-A8-A09V-01,TCGA-A8-A09V,MUC1,4582,16003.3
TCGA-A8-A09V-01,TCGA-A8-A09V,PGR,5241,13913.7
TCGA-A8-A09V-01,TCGA-A8-A09V,VIM,7431,10976.6
TCGA-A8-A09V-01,TCGA-A8-A09V,CD8A,925,26.6703
TCGA-A8-A09V-01,TCGA-A8-A09V,CD274,29126,11.8229
TCGA-A8-A09V-01,TCGA-A8-A09V,CXCL9,4283,74.7869
TCGA-A8-A09V-01,TCGA-A8-A09V,EGFR,1956,120.704
TCGA-A8-A09V-01,TCGA-A8-A09V,EPCAM,4072,3204.56
TCGA-A8-A09V-01,TCGA-A8-A09V,ERBB2,2064,6371.19
TCGA-A8-A09V-01,TCGA-A8-A09V,ESR1,2099,9923.56
TCGA-A8-A09W-01,TCGA-A8-A09W,FOXA1,3169,7202.01
TCGA-A8-A09W-01,TCGA-A8-A09W,FOXC1,2296,108.607
TCGA-A8-A09W-01,TCGA-A8-A09W,GATA3,2625,6962.57
TCGA-A8-A09W-01,TCGA-A8-A09W,IFNG,3458,0.8387
TCGA-A8-A09W-01,TCGA-A8-A09W,KRT5,3852,0
TCGA-A8-A09W-01,TCGA-A8-A09W,KRT14,3861,0.8387
TCGA-A8-A09W-01,TCGA-A8-A09W,KRT17,3872,1.258
TCGA-A8-A09W-01,TCGA-A8-A09W,AR,367,1655.94
TCGA-A8-A09W-01,TCGA-A8-A09W,MKI67,4288,10739.5
TCGA-A8-A09W-01,TCGA-A8-A09W,MUC1,4582,33718.4
TCGA-A8-A09W-01,TCGA-A8-A09W,PGR,5241,39.4171
TCGA-A8-A09W-01,TCGA-A8-A09W,VIM,7431,12073.7
TCGA-A8-A09W-01,TCGA-A8-A09W,CD8A,925,111.542
TCGA-A8-A09W-01,TCGA-A8-A09W,CD274,29126,7.9673
TCGA-A8-A09W-01,TCGA-A8-A09W,CXCL9,4283,773.247
TCGA-A8-A09W-01,TCGA-A8-A09W,EGFR,1956,51.1584
TCGA-A8-A09W-01,TCGA-A8-A09W,EPCAM,4072,4796.73
TCGA-A8-A09W-01,TCGA-A8-A09W,ERBB2,2064,7328.65
TCGA-A8-A09W-01,TCGA-A8-A09W,ESR1,2099,11716.1
TCGA-A8-A09X-01,TCGA-A8-A09X,FOXA1,3169,4543.1
TCGA-A8-A09X-01,TCGA-A8-A09X,FOXC1,2296,68.7157
TCGA-A8-A09X-01,TCGA-A8-A09X,GATA3,2625,3019.77
TCGA-A8-A09X-01,TCGA-A8-A09X,IFNG,3458,11.5906
TCGA-A8-A09X-01,TCGA-A8-A09X,KRT5,3852,1.6558
TCGA-A8-A09X-01,TCGA-A8-A09X,KRT14,3861,2.0698
TCGA-A8-A09X-01,TCGA-A8-A09X,KRT17,3872,9.9348
TCGA-A8-A09X-01,TCGA-A8-A09X,AR,367,3097.59
TCGA-A8-A09X-01,TCGA-A8-A09X,MKI67,4288,6277.97
TCGA-A8-A09X-01,TCGA-A8-A09X,MUC1,4582,6034.98
TCGA-A8-A09X-01,TCGA-A8-A09X,PGR,5241,26.0789
TCGA-A8-A09X-01,TCGA-A8-A09X,VIM,7431,21880.8
TCGA-A8-A09X-01,TCGA-A8-A09X,CD8A,925,670.185
TCGA-A8-A09X-01,TCGA-A8-A09X,CD274,29126,46.3624
TCGA-A8-A09X-01,TCGA-A8-A09X,CXCL9,4283,5897.96
TCGA-A8-A09X-01,TCGA-A8-A09X,EGFR,1956,180.482
TCGA-A8-A09X-01,TCGA-A8-A09X,EPCAM,4072,5621.44
TCGA-A8-A09X-01,TCGA-A8-A09X,ERBB2,2064,6549.93
TCGA-A8-A09X-01,TCGA-A8-A09X,ESR1,2099,95.2085
TCGA-A8-A09Z-01,TCGA-A8-A09Z,FOXA1,3169,3973.23
TCGA-A8-A09Z-01,TCGA-A8-A09Z,FOXC1,2296,48.8936
TCGA-A8-A09Z-01,TCGA-A8-A09Z,GATA3,2625,21539.3
TCGA-A8-A09Z-01,TCGA-A8-A09Z,IFNG,3458,7.1378
TCGA-A8-A09Z-01,TCGA-A8-A09Z,KRT5,3852,0.3569
TCGA-A8-A09Z-01,TCGA-A8-A09Z,KRT14,3861,1.0707
TCGA-A8-A09Z-01,TCGA-A8-A09Z,KRT17,3872,1.7844
TCGA-A8-A09Z-01,TCGA-A8-A09Z,AR,367,469.664
TCGA-A8-A09Z-01,TCGA-A8-A09Z,MKI67,4288,1430.05
TCGA-A8-A09Z-01,TCGA-A8-A09Z,MUC1,4582,44470.4
TCGA-A8-A09Z-01,TCGA-A8-A09Z,PGR,5241,2.4982
TCGA-A8-A09Z-01,TCGA-A8-A09Z,VIM,7431,9343.11
TCGA-A8-A09Z-01,TCGA-A8-A09Z,CD8A,925,521.77
TCGA-A8-A09Z-01,TCGA-A8-A09Z,CD274,29126,115.275
TCGA-A8-A09Z-01,TCGA-A8-A09Z,CXCL9,4283,11785.9
TCGA-A8-A09Z-01,TCGA-A8-A09Z,EGFR,1956,108.851
TCGA-A8-A09Z-01,TCGA-A8-A09Z,EPCAM,4072,3450.39
TCGA-A8-A09Z-01,TCGA-A8-A09Z,ERBB2,2064,10942.2
TCGA-A8-A09Z-01,TCGA-A8-A09Z,ESR1,2099,10397.6
TCGA-A8-A0A1-01,TCGA-A8-A0A1,FOXA1,3169,8325.8
TCGA-A8-A0A1-01,TCGA-A8-A0A1,FOXC1,2296,88.3534
TCGA-A8-A0A1-01,TCGA-A8-A0A1,GATA3,2625,16301.2
TCGA-A8-A0A1-01,TCGA-A8-A0A1,IFNG,3458,9.5382
TCGA-A8-A0A1-01,TCGA-A8-A0A1,KRT5,3852,71.2851
TCGA-A8-A0A1-01,TCGA-A8-A0A1,KRT14,3861,60.743
TCGA-A8-A0A1-01,TCGA-A8-A0A1,KRT17,3872,72.2892
TCGA-A8-A0A1-01,TCGA-A8-A0A1,AR,367,1722.39
TCGA-A8-A0A1-01,TCGA-A8-A0A1,MKI67,4288,1861.95
TCGA-A8-A0A1-01,TCGA-A8-A0A1,MUC1,4582,30216.4
TCGA-A8-A0A1-01,TCGA-A8-A0A1,PGR,5241,1344.88
TCGA-A8-A0A1-01,TCGA-A8-A0A1,VIM,7431,28219.6
TCGA-A8-A0A1-01,TCGA-A8-A0A1,CD8A,925,278.112
TCGA-A8-A0A1-01,TCGA-A8-A0A1,CD274,29126,132.028
TCGA-A8-A0A1-01,TCGA-A8-A0A1,CXCL9,4283,6624
TCGA-A8-A0A1-01,TCGA-A8-A0A1,EGFR,1956,167.169
TCGA-A8-A0A1-01,TCGA-A8-A0A1,EPCAM,4072,2326.31
TCGA-A8-A0A1-01,TCGA-A8-A0A1,ERBB2,2064,6070.78
TCGA-A8-A0A1-01,TCGA-A8-A0A1,ESR1,2099,24451.8
TCGA-A8-A0A2-01,TCGA-A8-A0A2,FOXA1,3169,10106.2
TCGA-A8-A0A2-01,TCGA-A8-A0A2,FOXC1,2296,93.8053
TCGA-A8-A0A2-01,TCGA-A8-A0A2,GATA3,2625,17426.3
TCGA-A8-A0A2-01,TCGA-A8-A0A2,IFNG,3458,1.7699
TCGA-A8-A0A2-01,TCGA-A8-A0A2,KRT5,3852,453.982
TCGA-A8-A0A2-01,TCGA-A8-A0A2,KRT14,3861,426.254
TCGA-A8-A0A2-01,TCGA-A8-A0A2,KRT17,3872,340.413
TCGA-A8-A0A2-01,TCGA-A8-A0A2,AR,367,1065.49
TCGA-A8-A0A2-01,TCGA-A8-A0A2,MKI67,4288,915.929
TCGA-A8-A0A2-01,TCGA-A8-A0A2,MUC1,4582,15140.4
TCGA-A8-A0A2-01,TCGA-A8-A0A2,PGR,5241,5775.8
TCGA-A8-A0A2-01,TCGA-A8-A0A2,VIM,7431,12132.9
TCGA-A8-A0A2-01,TCGA-A8-A0A2,CD8A,925,227.434
TCGA-A8-A0A2-01,TCGA-A8-A0A2,CD274,29126,20.354
TCGA-A8-A0A2-01,TCGA-A8-A0A2,CXCL9,4283,1403.83
TCGA-A8-A0A2-01,TCGA-A8-A0A2,EGFR,1956,94.3953
TCGA-A8-A0A2-01,TCGA-A8-A0A2,EPCAM,4072,2387.32
TCGA-A8-A0A2-01,TCGA-A8-A0A2,ERBB2,2064,7533.04
TCGA-A8-A0A2-01,TCGA-A8-A0A2,ESR1,2099,25722.4
TCGA-A8-A0A4-01,TCGA-A8-A0A4,FOXA1,3169,6208.77
TCGA-A8-A0A4-01,TCGA-A8-A0A4,FOXC1,2296,444.821
TCGA-A8-A0A4-01,TCGA-A8-A0A4,GATA3,2625,11518.8
TCGA-A8-A0A4-01,TCGA-A8-A0A4,IFNG,3458,1.3057
TCGA-A8-A0A4-01,TCGA-A8-A0A4,KRT5,3852,8206.55
TCGA-A8-A0A4-01,TCGA-A8-A0A4,KRT14,3861,10444.6
TCGA-A8-A0A4-01,TCGA-A8-A0A4,KRT17,3872,2377.74
TCGA-A8-A0A4-01,TCGA-A8-A0A4,AR,367,1459.81
TCGA-A8-A0A4-01,TCGA-A8-A0A4,MKI67,4288,2634.97
TCGA-A8-A0A4-01,TCGA-A8-A0A4,MUC1,4582,7609.39
TCGA-A8-A0A4-01,TCGA-A8-A0A4,PGR,5241,2896.86
TCGA-A8-A0A4-01,TCGA-A8-A0A4,VIM,7431,26276.9
TCGA-A8-A0A4-01,TCGA-A8-A0A4,CD8A,925,98.3654
TCGA-A8-A0A4-01,TCGA-A8-A0A4,CD274,29126,26.9852
TCGA-A8-A0A4-01,TCGA-A8-A0A4,CXCL9,4283,312.071
TCGA-A8-A0A4-01,TCGA-A8-A0A4,EGFR,1956,1186.47
TCGA-A8-A0A4-01,TCGA-A8-A0A4,EPCAM,4072,5260.37
TCGA-A8-A0A4-01,TCGA-A8-A0A4,ERBB2,2064,9404.35
TCGA-A8-A0A4-01,TCGA-A8-A0A4,ESR1,2099,9116.21
TCGA-A8-A0A6-01,TCGA-A8-A0A6,FOXA1,3169,8587.84
TCGA-A8-A0A6-01,TCGA-A8-A0A6,FOXC1,2296,181.407
TCGA-A8-A0A6-01,TCGA-A8-A0A6,GATA3,2625,9781.09
TCGA-A8-A0A6-01,TCGA-A8-A0A6,IFNG,3458,13.8316
TCGA-A8-A0A6-01,TCGA-A8-A0A6,KRT5,3852,4780.95
TCGA-A8-A0A6-01,TCGA-A8-A0A6,KRT14,3861,2955.18
TCGA-A8-A0A6-01,TCGA-A8-A0A6,KRT17,3872,2546.62
TCGA-A8-A0A6-01,TCGA-A8-A0A6,AR,367,443.144
TCGA-A8-A0A6-01,TCGA-A8-A0A6,MKI67,4288,570.821
TCGA-A8-A0A6-01,TCGA-A8-A0A6,MUC1,4582,17092.7
TCGA-A8-A0A6-01,TCGA-A8-A0A6,PGR,5241,872.988
TCGA-A8-A0A6-01,TCGA-A8-A0A6,VIM,7431,18389.6
TCGA-A8-A0A6-01,TCGA-A8-A0A6,CD8A,925,937.359
TCGA-A8-A0A6-01,TCGA-A8-A0A6,CD274,29126,68.0942
TCGA-A8-A0A6-01,TCGA-A8-A0A6,CXCL9,4283,9183.14
TCGA-A8-A0A6-01,TCGA-A8-A0A6,EGFR,1956,337.811
TCGA-A8-A0A6-01,TCGA-A8-A0A6,EPCAM,4072,4713.39
TCGA-A8-A0A6-01,TCGA-A8-A0A6,ERBB2,2064,11299.9
TCGA-A8-A0A6-01,TCGA-A8-A0A6,ESR1,2099,4924.59
TCGA-A8-A0A7-01,TCGA-A8-A0A7,FOXA1,3169,2630.55
TCGA-A8-A0A7-01,TCGA-A8-A0A7,FOXC1,2296,203.769
TCGA-A8-A0A7-01,TCGA-A8-A0A7,GATA3,2625,1547.7
TCGA-A8-A0A7-01,TCGA-A8-A0A7,IFNG,3458,39.6545
TCGA-A8-A0A7-01,TCGA-A8-A0A7,KRT5,3852,679.623
TCGA-A8-A0A7-01,TCGA-A8-A0A7,KRT14,3861,336.082
TCGA-A8-A0A7-01,TCGA-A8-A0A7,KRT17,3872,358.068
TCGA-A8-A0A7-01,TCGA-A8-A0A7,AR,367,371.417
TCGA-A8-A0A7-01,TCGA-A8-A0A7,MKI67,4288,1614.06
TCGA-A8-A0A7-01,TCGA-A8-A0A7,MUC1,4582,7294.46
TCGA-A8-A0A7-01,TCGA-A8-A0A7,PGR,5241,223.357
TCGA-A8-A0A7-01,TCGA-A8-A0A7,VIM,7431,23158.8
TCGA-A8-A0A7-01,TCGA-A8-A0A7,CD8A,925,2380.05
TCGA-A8-A0A7-01,TCGA-A8-A0A7,CD274,29126,101.688
TCGA-A8-A0A7-01,TCGA-A8-A0A7,CXCL9,4283,14847.7
TCGA-A8-A0A7-01,TCGA-A8-A0A7,EGFR,1956,354.923
TCGA-A8-A0A7-01,TCGA-A8-A0A7,EPCAM,4072,4427.95
TCGA-A8-A0A7-01,TCGA-A8-A0A7,ERBB2,2064,55689
TCGA-A8-A0A7-01,TCGA-A8-A0A7,ESR1,2099,704.751
TCGA-A8-A0A9-01,TCGA-A8-A0A9,FOXA1,3169,11349.4
TCGA-A8-A0A9-01,TCGA-A8-A0A9,FOXC1,2296,35.1494
TCGA-A8-A0A9-01,TCGA-A8-A0A9,GATA3,2625,17154.1
TCGA-A8-A0A9-01,TCGA-A8-A0A9,IFNG,3458,1.4646
TCGA-A8-A0A9-01,TCGA-A8-A0A9,KRT5,3852,2.3433
TCGA-A8-A0A9-01,TCGA-A8-A0A9,KRT14,3861,0
TCGA-A8-A0A9-01,TCGA-A8-A0A9,KRT17,3872,2.0504
TCGA-A8-A0A9-01,TCGA-A8-A0A9,AR,367,1520.8
TCGA-A8-A0A9-01,TCGA-A8-A0A9,MKI67,4288,2240.48
TCGA-A8-A0A9-01,TCGA-A8-A0A9,MUC1,4582,9971.59
TCGA-A8-A0A9-01,TCGA-A8-A0A9,PGR,5241,4507.93
TCGA-A8-A0A9-01,TCGA-A8-A0A9,VIM,7431,16424.8
TCGA-A8-A0A9-01,TCGA-A8-A0A9,CD8A,925,145.577
TCGA-A8-A0A9-01,TCGA-A8-A0A9,CD274,29126,51.8453
TCGA-A8-A0A9-01,TCGA-A8-A0A9,CXCL9,4283,574.107
TCGA-A8-A0A9-01,TCGA-A8-A0A9,EGFR,1956,83.4798
TCGA-A8-A0A9-01,TCGA-A8-A0A9,EPCAM,4072,3191.56
TCGA-A8-A0A9-01,TCGA-A8-A0A9,ERBB2,2064,10153.8
TCGA-A8-A0A9-01,TCGA-A8-A0A9,ESR1,2099,22565.9
TCGA-A8-A0AB-01,TCGA-A8-A0AB,FOXA1,3169,10971
TCGA-A8-A0AB-01,TCGA-A8-A0AB,FOXC1,2296,43.821
TCGA-A8-A0AB-01,TCGA-A8-A0AB,GATA3,2625,19733.1
TCGA-A8-A0AB-01,TCGA-A8-A0AB,IFNG,3458,0
TCGA-A8-A0AB-01,TCGA-A8-A0AB,KRT5,3852,375.314
TCGA-A8-A0AB-01,TCGA-A8-A0AB,KRT14,3861,494.146
TCGA-A8-A0AB-01,TCGA-A8-A0AB,KRT17,3872,443.365
TCGA-A8-A0AB-01,TCGA-A8-A0AB,AR,367,2842.95
TCGA-A8-A0AB-01,TCGA-A8-A0AB,MKI67,4288,2166.56
TCGA-A8-A0AB-01,TCGA-A8-A0AB,MUC1,4582,7229.69
TCGA-A8-A0AB-01,TCGA-A8-A0AB,PGR,5241,3635.52
TCGA-A8-A0AB-01,TCGA-A8-A0AB,VIM,7431,8539.95
TCGA-A8-A0AB-01,TCGA-A8-A0AB,CD8A,925,16.7551
TCGA-A8-A0AB-01,TCGA-A8-A0AB,CD274,29126,1.5466
TCGA-A8-A0AB-01,TCGA-A8-A0AB,CXCL9,4283,28.8703
TCGA-A8-A0AB-01,TCGA-A8-A0AB,EGFR,1956,129.401
TCGA-A8-A0AB-01,TCGA-A8-A0AB,EPCAM,4072,2818.98
TCGA-A8-A0AB-01,TCGA-A8-A0AB,ERBB2,2064,13701.8
TCGA-A8-A0AB-01,TCGA-A8-A0AB,ESR1,2099,30085.2
TCGA-A8-A0AD-01,TCGA-A8-A0AD,FOXA1,3169,6529.41
TCGA-A8-A0AD-01,TCGA-A8-A0AD,FOXC1,2296,32.6797
TCGA-A8-A0AD-01,TCGA-A8-A0AD,GATA3,2625,6541.18
TCGA-A8-A0AD-01,TCGA-A8-A0AD,IFNG,3458,0.4357
TCGA-A8-A0AD-01,TCGA-A8-A0AD,KRT5,3852,10.0218
TCGA-A8-A0AD-01,TCGA-A8-A0AD,KRT14,3861,4.3573
TCGA-A8-A0AD-01,TCGA-A8-A0AD,KRT17,3872,10.8932
TCGA-A8-A0AD-01,TCGA-A8-A0AD,AR,367,1495.86
TCGA-A8-A0AD-01,TCGA-A8-A0AD,MKI67,4288,740.741
TCGA-A8-A0AD-01,TCGA-A8-A0AD,MUC1,4582,6951.2
TCGA-A8-A0AD-01,TCGA-A8-A0AD,PGR,5241,7531.49
TCGA-A8-A0AD-01,TCGA-A8-A0AD,VIM,7431,24703.2
TCGA-A8-A0AD-01,TCGA-A8-A0AD,CD8A,925,63.6166
TCGA-A8-A0AD-01,TCGA-A8-A0AD,CD274,29126,14.8148
TCGA-A8-A0AD-01,TCGA-A8-A0AD,CXCL9,4283,125.055
TCGA-A8-A0AD-01,TCGA-A8-A0AD,EGFR,1956,57.9521
TCGA-A8-A0AD-01,TCGA-A8-A0AD,EPCAM,4072,2393.03
TCGA-A8-A0AD-01,TCGA-A8-A0AD,ERBB2,2064,11600.4
TCGA-A8-A0AD-01,TCGA-A8-A0AD,ESR1,2099,26376
TCGA-AC-A23C-01,TCGA-AC-A23C,FOXA1,3169,9087.38
TCGA-AC-A23C-01,TCGA-AC-A23C,FOXC1,2296,104.978
TCGA-AC-A23C-01,TCGA-AC-A23C,GATA3,2625,8410.89
TCGA-AC-A23C-01,TCGA-AC-A23C,IFNG,3458,7.8207
TCGA-AC-A23C-01,TCGA-AC-A23C,KRT5,3852,841.33
TCGA-AC-A23C-01,TCGA-AC-A23C,KRT14,3861,608.813
TCGA-AC-A23C-01,TCGA-AC-A23C,KRT17,3872,1223.94
TCGA-AC-A23C-01,TCGA-AC-A23C,AR,367,1408.93
TCGA-AC-A23C-01,TCGA-AC-A23C,MKI67,4288,1194.77
TCGA-AC-A23C-01,TCGA-AC-A23C,MUC1,4582,10070.7
TCGA-AC-A23C-01,TCGA-AC-A23C,PGR,5241,338.147
TCGA-AC-A23C-01,TCGA-AC-A23C,VIM,7431,16232.3
TCGA-AC-A23C-01,TCGA-AC-A23C,CD8A,925,327.267
TCGA-AC-A23C-01,TCGA-AC-A23C,CD274,29126,31.8845
TCGA-AC-A23C-01,TCGA-AC-A23C,CXCL9,4283,1876.07
TCGA-AC-A23C-01,TCGA-AC-A23C,EGFR,1956,138.367
TCGA-AC-A23C-01,TCGA-AC-A23C,EPCAM,4072,6237.03
TCGA-AC-A23C-01,TCGA-AC-A23C,ERBB2,2064,38963.8
TCGA-AC-A23C-01,TCGA-AC-A23C,ESR1,2099,26118.8
TCGA-AC-A23E-01,TCGA-AC-A23E,FOXA1,3169,7834
TCGA-AC-A23E-01,TCGA-AC-A23E,FOXC1,2296,126.261
TCGA-AC-A23E-01,TCGA-AC-A23E,GATA3,2625,10237.5
TCGA-AC-A23E-01,TCGA-AC-A23E,IFNG,3458,0
TCGA-AC-A23E-01,TCGA-AC-A23E,KRT5,3852,1264.75
TCGA-AC-A23E-01,TCGA-AC-A23E,KRT14,3861,954.448
TCGA-AC-A23E-01,TCGA-AC-A23E,KRT17,3872,1310
TCGA-AC-A23E-01,TCGA-AC-A23E,AR,367,1556.1
TCGA-AC-A23E-01,TCGA-AC-A23E,MKI67,4288,1398.04
TCGA-AC-A23E-01,TCGA-AC-A23E,MUC1,4582,20757.6
TCGA-AC-A23E-01,TCGA-AC-A23E,PGR,5241,6709.59
TCGA-AC-A23E-01,TCGA-AC-A23E,VIM,7431,36905.2
TCGA-AC-A23E-01,TCGA-AC-A23E,CD8A,925,33.6289
TCGA-AC-A23E-01,TCGA-AC-A23E,CD274,29126,22.0116
TCGA-AC-A23E-01,TCGA-AC-A23E,CXCL9,4283,164.17
TCGA-AC-A23E-01,TCGA-AC-A23E,EGFR,1956,245.185
TCGA-AC-A23E-01,TCGA-AC-A23E,EPCAM,4072,3223.78
TCGA-AC-A23E-01,TCGA-AC-A23E,ERBB2,2064,6296.24
TCGA-AC-A23E-01,TCGA-AC-A23E,ESR1,2099,4663.1
TCGA-AC-A23G-01,TCGA-AC-A23G,FOXA1,3169,3141.72
TCGA-AC-A23G-01,TCGA-AC-A23G,FOXC1,2296,811.773
TCGA-AC-A23G-01,TCGA-AC-A23G,GATA3,2625,9398.26
TCGA-AC-A23G-01,TCGA-AC-A23G,IFNG,3458,1.4535
TCGA-AC-A23G-01,TCGA-AC-A23G,KRT5,3852,11087.9
TCGA-AC-A23G-01,TCGA-AC-A23G,KRT14,3861,11361.9
TCGA-AC-A23G-01,TCGA-AC-A23G,KRT17,3872,10824.9
TCGA-AC-A23G-01,TCGA-AC-A23G,AR,367,254.361
TCGA-AC-A23G-01,TCGA-AC-A23G,MKI67,4288,818.314
TCGA-AC-A23G-01,TCGA-AC-A23G,MUC1,4582,12458.6
TCGA-AC-A23G-01,TCGA-AC-A23G,PGR,5241,4387.76
TCGA-AC-A23G-01,TCGA-AC-A23G,VIM,7431,65794
TCGA-AC-A23G-01,TCGA-AC-A23G,CD8A,925,159.884
TCGA-AC-A23G-01,TCGA-AC-A23G,CD274,29126,26.8895
TCGA-AC-A23G-01,TCGA-AC-A23G,CXCL9,4283,398.256
TCGA-AC-A23G-01,TCGA-AC-A23G,EGFR,1956,546.497
TCGA-AC-A23G-01,TCGA-AC-A23G,EPCAM,4072,1590.12
TCGA-AC-A23G-01,TCGA-AC-A23G,ERBB2,2064,6718.75
TCGA-AC-A23G-01,TCGA-AC-A23G,ESR1,2099,4906.25
TCGA-AC-A23H-01,TCGA-AC-A23H,FOXA1,3169,12034.5
