sampleId,patientId,gene,entrezGeneId,gisticValue
TCGA-AN-A0FT-01,TCGA-AN-A0FT,RAD50,10111,-1
TCGA-AN-A0FT-01,TCGA-AN-A0FT,RAD51,5888,-1
TCGA-AN-A0FT-01,TCGA-AN-A0FT,RAD51B,5890,-1
TCGA-AN-A0FT-01,TCGA-AN-A0FT,RAD51C,5889,-1
TCGA-AN-A0FT-01,TCGA-AN-A0FT,RAD51D,5892,-1
TCGA-AN-A0FT-01,TCGA-AN-A0FT,CHEK2,11200,0
TCGA-AN-A0FV-01,TCGA-AN-A0FV,FANCA,2175,1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,ATM,472,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,MRE11,4361,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,NBN,4683,0
TCGA-AN-A0FV-01,TCGA-AN-A0FV,PALB2,79728,1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,BARD1,580,0
TCGA-AN-A0FV-01,TCGA-AN-A0FV,BRCA1,672,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,BRCA2,675,0
TCGA-AN-A0FV-01,TCGA-AN-A0FV,BRIP1,83990,1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,RAD50,10111,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,RAD51,5888,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,RAD51B,5890,0
TCGA-AN-A0FV-01,TCGA-AN-A0FV,RAD51C,5889,1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,RAD51D,5892,-1
TCGA-AN-A0FV-01,TCGA-AN-A0FV,CHEK2,11200,0
TCGA-AN-A0FW-01,TCGA-AN-A0FW,FANCA,2175,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,ATM,472,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,MRE11,4361,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,NBN,4683,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,PALB2,79728,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,BARD1,580,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,BRCA1,672,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,BRCA2,675,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,BRIP1,83990,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,RAD50,10111,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,RAD51,5888,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,RAD51B,5890,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,RAD51C,5889,1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,RAD51D,5892,-1
TCGA-AN-A0FW-01,TCGA-AN-A0FW,CHEK2,11200,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,FANCA,2175,0
TCGA-AN-A0FX-01,TCGA-AN-A0FX,ATM,472,-2
TCGA-AN-A0FX-01,TCGA-AN-A0FX,MRE11,4361,0
TCGA-AN-A0FX-01,TCGA-AN-A0FX,NBN,4683,1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,PALB2,79728,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,BARD1,580,1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,BRCA1,672,0
TCGA-AN-A0FX-01,TCGA-AN-A0FX,BRCA2,675,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,BRIP1,83990,0
TCGA-AN-A0FX-01,TCGA-AN-A0FX,RAD50,10111,1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,RAD51,5888,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,RAD51B,5890,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,RAD51C,5889,0
TCGA-AN-A0FX-01,TCGA-AN-A0FX,RAD51D,5892,-1
TCGA-AN-A0FX-01,TCGA-AN-A0FX,CHEK2,11200,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,FANCA,2175,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,ATM,472,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,MRE11,4361,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,NBN,4683,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,PALB2,79728,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,BARD1,580,0
TCGA-AN-A0FY-01,TCGA-AN-A0FY,BRCA1,672,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,BRCA2,675,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,BRIP1,83990,1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,RAD50,10111,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,RAD51,5888,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,RAD51B,5890,0
TCGA-AN-A0FY-01,TCGA-AN-A0FY,RAD51C,5889,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,RAD51D,5892,-1
TCGA-AN-A0FY-01,TCGA-AN-A0FY,CHEK2,11200,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,FANCA,2175,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,ATM,472,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,MRE11,4361,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,NBN,4683,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,PALB2,79728,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,BARD1,580,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,BRCA1,672,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,BRCA2,675,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,BRIP1,83990,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,RAD50,10111,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,RAD51,5888,-1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,RAD51B,5890,0
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,RAD51C,5889,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,RAD51D,5892,1
TCGA-AN-A0FZ-01,TCGA-AN-A0FZ,CHEK2,11200,-1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,FANCA,2175,-1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,ATM,472,-1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,MRE11,4361,-1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,NBN,4683,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,PALB2,79728,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,BARD1,580,0
TCGA-AN-A0XL-01,TCGA-AN-A0XL,BRCA1,672,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,BRCA2,675,-1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,BRIP1,83990,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,RAD50,10111,0
TCGA-AN-A0XL-01,TCGA-AN-A0XL,RAD51,5888,0
TCGA-AN-A0XL-01,TCGA-AN-A0XL,RAD51B,5890,0
TCGA-AN-A0XL-01,TCGA-AN-A0XL,RAD51C,5889,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,RAD51D,5892,1
TCGA-AN-A0XL-01,TCGA-AN-A0XL,CHEK2,11200,0
TCGA-AN-A0XN-01,TCGA-AN-A0XN,FANCA,2175,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,ATM,472,2
TCGA-AN-A0XN-01,TCGA-AN-A0XN,MRE11,4361,1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,NBN,4683,1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,PALB2,79728,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,BARD1,580,1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,BRCA1,672,0
TCGA-AN-A0XN-01,TCGA-AN-A0XN,BRCA2,675,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,BRIP1,83990,0
TCGA-AN-A0XN-01,TCGA-AN-A0XN,RAD50,10111,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,RAD51,5888,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,RAD51B,5890,-1
TCGA-AN-A0XN-01,TCGA-AN-A0XN,RAD51C,5889,0
TCGA-AN-A0XN-01,TCGA-AN-A0XN,RAD51D,5892,0
TCGA-AN-A0XN-01,TCGA-AN-A0XN,CHEK2,11200,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,FANCA,2175,-1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,ATM,472,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,MRE11,4361,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,NBN,4683,1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,PALB2,79728,1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,BARD1,580,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,BRCA1,672,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,BRCA2,675,1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,BRIP1,83990,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,RAD50,10111,1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,RAD51,5888,-1
TCGA-AN-A0XO-01,TCGA-AN-A0XO,RAD51B,5890,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,RAD51C,5889,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,RAD51D,5892,0
TCGA-AN-A0XO-01,TCGA-AN-A0XO,CHEK2,11200,-1
TCGA-AN-A0XP-01,TCGA-AN-A0XP,FANCA,2175,-1
TCGA-AN-A0XP-01,TCGA-AN-A0XP,ATM,472,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,MRE11,4361,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,NBN,4683,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,PALB2,79728,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,BARD1,580,-1
TCGA-AN-A0XP-01,TCGA-AN-A0XP,BRCA1,672,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,BRCA2,675,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,BRIP1,83990,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,RAD50,10111,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,RAD51,5888,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,RAD51B,5890,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,RAD51C,5889,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,RAD51D,5892,0
TCGA-AN-A0XP-01,TCGA-AN-A0XP,CHEK2,11200,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,FANCA,2175,-1
TCGA-AN-A0XR-01,TCGA-AN-A0XR,ATM,472,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,MRE11,4361,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,NBN,4683,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,PALB2,79728,2
TCGA-AN-A0XR-01,TCGA-AN-A0XR,BARD1,580,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,BRCA1,672,-1
TCGA-AN-A0XR-01,TCGA-AN-A0XR,BRCA2,675,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,BRIP1,83990,2
TCGA-AN-A0XR-01,TCGA-AN-A0XR,RAD50,10111,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,RAD51,5888,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,RAD51B,5890,0
TCGA-AN-A0XR-01,TCGA-AN-A0XR,RAD51C,5889,2
TCGA-AN-A0XR-01,TCGA-AN-A0XR,RAD51D,5892,-1
TCGA-AN-A0XR-01,TCGA-AN-A0XR,CHEK2,11200,-1
TCGA-AN-A0XS-01,TCGA-AN-A0XS,FANCA,2175,-1
TCGA-AN-A0XS-01,TCGA-AN-A0XS,ATM,472,-1
TCGA-AN-A0XS-01,TCGA-AN-A0XS,MRE11,4361,-1
TCGA-AN-A0XS-01,TCGA-AN-A0XS,NBN,4683,2
TCGA-AN-A0XS-01,TCGA-AN-A0XS,PALB2,79728,2
TCGA-AN-A0XS-01,TCGA-AN-A0XS,BARD1,580,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,BRCA1,672,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,BRCA2,675,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,BRIP1,83990,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,RAD50,10111,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,RAD51,5888,-1
TCGA-AN-A0XS-01,TCGA-AN-A0XS,RAD51B,5890,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,RAD51C,5889,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,RAD51D,5892,0
TCGA-AN-A0XS-01,TCGA-AN-A0XS,CHEK2,11200,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,FANCA,2175,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,ATM,472,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,MRE11,4361,0
TCGA-AN-A0XT-01,TCGA-AN-A0XT,NBN,4683,0
TCGA-AN-A0XT-01,TCGA-AN-A0XT,PALB2,79728,1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,BARD1,580,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,BRCA1,672,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,BRCA2,675,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,BRIP1,83990,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,RAD50,10111,0
TCGA-AN-A0XT-01,TCGA-AN-A0XT,RAD51,5888,0
TCGA-AN-A0XT-01,TCGA-AN-A0XT,RAD51B,5890,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,RAD51C,5889,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,RAD51D,5892,-1
TCGA-AN-A0XT-01,TCGA-AN-A0XT,CHEK2,11200,-1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,FANCA,2175,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,ATM,472,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,MRE11,4361,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,NBN,4683,0
TCGA-AN-A0XU-01,TCGA-AN-A0XU,PALB2,79728,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,BARD1,580,0
TCGA-AN-A0XU-01,TCGA-AN-A0XU,BRCA1,672,-1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,BRCA2,675,0
TCGA-AN-A0XU-01,TCGA-AN-A0XU,BRIP1,83990,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,RAD50,10111,-1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,RAD51,5888,-1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,RAD51B,5890,0
TCGA-AN-A0XU-01,TCGA-AN-A0XU,RAD51C,5889,1
TCGA-AN-A0XU-01,TCGA-AN-A0XU,RAD51D,5892,0
TCGA-AN-A0XU-01,TCGA-AN-A0XU,CHEK2,11200,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,FANCA,2175,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,ATM,472,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,MRE11,4361,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,NBN,4683,2
TCGA-AN-A0XV-01,TCGA-AN-A0XV,PALB2,79728,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,BARD1,580,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,BRCA1,672,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,BRCA2,675,-1
TCGA-AN-A0XV-01,TCGA-AN-A0XV,BRIP1,83990,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,RAD50,10111,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,RAD51,5888,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,RAD51B,5890,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,RAD51C,5889,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,RAD51D,5892,0
TCGA-AN-A0XV-01,TCGA-AN-A0XV,CHEK2,11200,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,FANCA,2175,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,ATM,472,-1
TCGA-AN-A0XW-01,TCGA-AN-A0XW,MRE11,4361,-1
TCGA-AN-A0XW-01,TCGA-AN-A0XW,NBN,4683,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,PALB2,79728,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,BARD1,580,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,BRCA1,672,-1
TCGA-AN-A0XW-01,TCGA-AN-A0XW,BRCA2,675,-1
TCGA-AN-A0XW-01,TCGA-AN-A0XW,BRIP1,83990,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,RAD50,10111,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,RAD51,5888,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,RAD51B,5890,0
TCGA-AN-A0XW-01,TCGA-AN-A0XW,RAD51C,5889,2
TCGA-AN-A0XW-01,TCGA-AN-A0XW,RAD51D,5892,-1
TCGA-AN-A0XW-01,TCGA-AN-A0XW,CHEK2,11200,0
TCGA-AO-A03L-01,TCGA-AO-A03L,FANCA,2175,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,ATM,472,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,MRE11,4361,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,NBN,4683,0
TCGA-AO-A03L-01,TCGA-AO-A03L,PALB2,79728,1
TCGA-AO-A03L-01,TCGA-AO-A03L,BARD1,580,0
TCGA-AO-A03L-01,TCGA-AO-A03L,BRCA1,672,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,BRCA2,675,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,BRIP1,83990,1
TCGA-AO-A03L-01,TCGA-AO-A03L,RAD50,10111,1
TCGA-AO-A03L-01,TCGA-AO-A03L,RAD51,5888,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,RAD51B,5890,1
TCGA-AO-A03L-01,TCGA-AO-A03L,RAD51C,5889,1
TCGA-AO-A03L-01,TCGA-AO-A03L,RAD51D,5892,-1
TCGA-AO-A03L-01,TCGA-AO-A03L,CHEK2,11200,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,FANCA,2175,0
TCGA-AO-A03M-01,TCGA-AO-A03M,ATM,472,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,MRE11,4361,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,NBN,4683,0
TCGA-AO-A03M-01,TCGA-AO-A03M,PALB2,79728,0
TCGA-AO-A03M-01,TCGA-AO-A03M,BARD1,580,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,BRCA1,672,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,BRCA2,675,0
TCGA-AO-A03M-01,TCGA-AO-A03M,BRIP1,83990,0
TCGA-AO-A03M-01,TCGA-AO-A03M,RAD50,10111,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,RAD51,5888,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,RAD51B,5890,0
TCGA-AO-A03M-01,TCGA-AO-A03M,RAD51C,5889,0
TCGA-AO-A03M-01,TCGA-AO-A03M,RAD51D,5892,-1
TCGA-AO-A03M-01,TCGA-AO-A03M,CHEK2,11200,0
TCGA-AO-A03N-01,TCGA-AO-A03N,FANCA,2175,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,ATM,472,0
TCGA-AO-A03N-01,TCGA-AO-A03N,MRE11,4361,0
TCGA-AO-A03N-01,TCGA-AO-A03N,NBN,4683,0
TCGA-AO-A03N-01,TCGA-AO-A03N,PALB2,79728,2
TCGA-AO-A03N-01,TCGA-AO-A03N,BARD1,580,0
TCGA-AO-A03N-01,TCGA-AO-A03N,BRCA1,672,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,BRCA2,675,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,BRIP1,83990,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,RAD50,10111,0
TCGA-AO-A03N-01,TCGA-AO-A03N,RAD51,5888,0
TCGA-AO-A03N-01,TCGA-AO-A03N,RAD51B,5890,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,RAD51C,5889,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,RAD51D,5892,-1
TCGA-AO-A03N-01,TCGA-AO-A03N,CHEK2,11200,-1
TCGA-AO-A03O-01,TCGA-AO-A03O,FANCA,2175,-1
TCGA-AO-A03O-01,TCGA-AO-A03O,ATM,472,-1
TCGA-AO-A03O-01,TCGA-AO-A03O,MRE11,4361,-1
TCGA-AO-A03O-01,TCGA-AO-A03O,NBN,4683,1
TCGA-AO-A03O-01,TCGA-AO-A03O,PALB2,79728,1
TCGA-AO-A03O-01,TCGA-AO-A03O,BARD1,580,0
TCGA-AO-A03O-01,TCGA-AO-A03O,BRCA1,672,0
TCGA-AO-A03O-01,TCGA-AO-A03O,BRCA2,675,-1
TCGA-AO-A03O-01,TCGA-AO-A03O,BRIP1,83990,0
TCGA-AO-A03O-01,TCGA-AO-A03O,RAD50,10111,1
TCGA-AO-A03O-01,TCGA-AO-A03O,RAD51,5888,0
TCGA-AO-A03O-01,TCGA-AO-A03O,RAD51B,5890,1
TCGA-AO-A03O-01,TCGA-AO-A03O,RAD51C,5889,0
TCGA-AO-A03O-01,TCGA-AO-A03O,RAD51D,5892,0
TCGA-AO-A03O-01,TCGA-AO-A03O,CHEK2,11200,1
TCGA-AO-A03P-01,TCGA-AO-A03P,FANCA,2175,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,ATM,472,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,MRE11,4361,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,NBN,4683,1
TCGA-AO-A03P-01,TCGA-AO-A03P,PALB2,79728,0
TCGA-AO-A03P-01,TCGA-AO-A03P,BARD1,580,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,BRCA1,672,1
TCGA-AO-A03P-01,TCGA-AO-A03P,BRCA2,675,0
TCGA-AO-A03P-01,TCGA-AO-A03P,BRIP1,83990,1
TCGA-AO-A03P-01,TCGA-AO-A03P,RAD50,10111,0
TCGA-AO-A03P-01,TCGA-AO-A03P,RAD51,5888,0
TCGA-AO-A03P-01,TCGA-AO-A03P,RAD51B,5890,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,RAD51C,5889,1
TCGA-AO-A03P-01,TCGA-AO-A03P,RAD51D,5892,-1
TCGA-AO-A03P-01,TCGA-AO-A03P,CHEK2,11200,-1
TCGA-AO-A03R-01,TCGA-AO-A03R,FANCA,2175,-1
TCGA-AO-A03R-01,TCGA-AO-A03R,ATM,472,0
TCGA-AO-A03R-01,TCGA-AO-A03R,MRE11,4361,0
TCGA-AO-A03R-01,TCGA-AO-A03R,NBN,4683,1
TCGA-AO-A03R-01,TCGA-AO-A03R,PALB2,79728,0
TCGA-AO-A03R-01,TCGA-AO-A03R,BARD1,580,0
TCGA-AO-A03R-01,TCGA-AO-A03R,BRCA1,672,0
TCGA-AO-A03R-01,TCGA-AO-A03R,BRCA2,675,-1
TCGA-AO-A03R-01,TCGA-AO-A03R,BRIP1,83990,0
TCGA-AO-A03R-01,TCGA-AO-A03R,RAD50,10111,0
TCGA-AO-A03R-01,TCGA-AO-A03R,RAD51,5888,0
TCGA-AO-A03R-01,TCGA-AO-A03R,RAD51B,5890,0
TCGA-AO-A03R-01,TCGA-AO-A03R,RAD51C,5889,0
TCGA-AO-A03R-01,TCGA-AO-A03R,RAD51D,5892,-1
TCGA-AO-A03R-01,TCGA-AO-A03R,CHEK2,11200,0
TCGA-AO-A03T-01,TCGA-AO-A03T,FANCA,2175,0
TCGA-AO-A03T-01,TCGA-AO-A03T,ATM,472,-1
TCGA-AO-A03T-01,TCGA-AO-A03T,MRE11,4361,-1
TCGA-AO-A03T-01,TCGA-AO-A03T,NBN,4683,1
TCGA-AO-A03T-01,TCGA-AO-A03T,PALB2,79728,0
TCGA-AO-A03T-01,TCGA-AO-A03T,BARD1,580,0
TCGA-AO-A03T-01,TCGA-AO-A03T,BRCA1,672,0
TCGA-AO-A03T-01,TCGA-AO-A03T,BRCA2,675,-1
TCGA-AO-A03T-01,TCGA-AO-A03T,BRIP1,83990,1
TCGA-AO-A03T-01,TCGA-AO-A03T,RAD50,10111,0
TCGA-AO-A03T-01,TCGA-AO-A03T,RAD51,5888,0
TCGA-AO-A03T-01,TCGA-AO-A03T,RAD51B,5890,-1
TCGA-AO-A03T-01,TCGA-AO-A03T,RAD51C,5889,1
TCGA-AO-A03T-01,TCGA-AO-A03T,RAD51D,5892,0
TCGA-AO-A03T-01,TCGA-AO-A03T,CHEK2,11200,0
TCGA-AO-A03U-01,TCGA-AO-A03U,FANCA,2175,0
TCGA-AO-A03U-01,TCGA-AO-A03U,ATM,472,0
TCGA-AO-A03U-01,TCGA-AO-A03U,MRE11,4361,0
TCGA-AO-A03U-01,TCGA-AO-A03U,NBN,4683,0
TCGA-AO-A03U-01,TCGA-AO-A03U,PALB2,79728,0
TCGA-AO-A03U-01,TCGA-AO-A03U,BARD1,580,0
TCGA-AO-A03U-01,TCGA-AO-A03U,BRCA1,672,0
TCGA-AO-A03U-01,TCGA-AO-A03U,BRCA2,675,1
TCGA-AO-A03U-01,TCGA-AO-A03U,BRIP1,83990,0
TCGA-AO-A03U-01,TCGA-AO-A03U,RAD50,10111,0
TCGA-AO-A03U-01,TCGA-AO-A03U,RAD51,5888,0
TCGA-AO-A03U-01,TCGA-AO-A03U,RAD51B,5890,0
TCGA-AO-A03U-01,TCGA-AO-A03U,RAD51C,5889,0
TCGA-AO-A03U-01,TCGA-AO-A03U,RAD51D,5892,0
TCGA-AO-A03U-01,TCGA-AO-A03U,CHEK2,11200,0
TCGA-AO-A03V-01,TCGA-AO-A03V,FANCA,2175,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,ATM,472,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,MRE11,4361,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,NBN,4683,1
TCGA-AO-A03V-01,TCGA-AO-A03V,PALB2,79728,1
TCGA-AO-A03V-01,TCGA-AO-A03V,BARD1,580,0
TCGA-AO-A03V-01,TCGA-AO-A03V,BRCA1,672,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,BRCA2,675,0
TCGA-AO-A03V-01,TCGA-AO-A03V,BRIP1,83990,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,RAD50,10111,0
TCGA-AO-A03V-01,TCGA-AO-A03V,RAD51,5888,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,RAD51B,5890,0
TCGA-AO-A03V-01,TCGA-AO-A03V,RAD51C,5889,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,RAD51D,5892,-1
TCGA-AO-A03V-01,TCGA-AO-A03V,CHEK2,11200,-1
TCGA-AO-A0J2-01,TCGA-AO-A0J2,FANCA,2175,2
TCGA-AO-A0J2-01,TCGA-AO-A0J2,ATM,472,-1
TCGA-AO-A0J2-01,TCGA-AO-A0J2,MRE11,4361,-1
