sampleId,patientId,gene,entrezGeneId,gisticValue
TCGA-3C-AAAU-01,TCGA-3C-AAAU,FANCA,2175,1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,ATM,472,-1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,MRE11,4361,-1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,NBN,4683,1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,PALB2,79728,0
TCGA-3C-AAAU-01,TCGA-3C-AAAU,BARD1,580,-1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,BRCA1,672,0
TCGA-3C-AAAU-01,TCGA-3C-AAAU,BRCA2,675,-1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,BRIP1,83990,0
TCGA-3C-AAAU-01,TCGA-3C-AAAU,RAD50,10111,1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,RAD51,5888,1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,RAD51B,5890,-1
TCGA-3C-AAAU-01,TCGA-3C-AAAU,RAD51C,5889,0
TCGA-3C-AAAU-01,TCGA-3C-AAAU,RAD51D,5892,0
TCGA-3C-AAAU-01,TCGA-3C-AAAU,CHEK2,11200,-1
TCGA-3C-AALI-01,TCGA-3C-AALI,FANCA,2175,0
TCGA-3C-AALI-01,TCGA-3C-AALI,ATM,472,0
TCGA-3C-AALI-01,TCGA-3C-AALI,MRE11,4361,1
TCGA-3C-AALI-01,TCGA-3C-AALI,NBN,4683,1
TCGA-3C-AALI-01,TCGA-3C-AALI,PALB2,79728,0
TCGA-3C-AALI-01,TCGA-3C-AALI,BARD1,580,0
TCGA-3C-AALI-01,TCGA-3C-AALI,BRCA1,672,-1
TCGA-3C-AALI-01,TCGA-3C-AALI,BRCA2,675,-1
TCGA-3C-AALI-01,TCGA-3C-AALI,BRIP1,83990,1
TCGA-3C-AALI-01,TCGA-3C-AALI,RAD50,10111,-1
TCGA-3C-AALI-01,TCGA-3C-AALI,RAD51,5888,-1
TCGA-3C-AALI-01,TCGA-3C-AALI,RAD51B,5890,0
TCGA-3C-AALI-01,TCGA-3C-AALI,RAD51C,5889,1
TCGA-3C-AALI-01,TCGA-3C-AALI,RAD51D,5892,1
TCGA-3C-AALI-01,TCGA-3C-AALI,CHEK2,11200,1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,FANCA,2175,0
TCGA-3C-AALJ-01,TCGA-3C-AALJ,ATM,472,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,MRE11,4361,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,NBN,4683,2
TCGA-3C-AALJ-01,TCGA-3C-AALJ,PALB2,79728,0
TCGA-3C-AALJ-01,TCGA-3C-AALJ,BARD1,580,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,BRCA1,672,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,BRCA2,675,0
TCGA-3C-AALJ-01,TCGA-3C-AALJ,BRIP1,83990,2
TCGA-3C-AALJ-01,TCGA-3C-AALJ,RAD50,10111,0
TCGA-3C-AALJ-01,TCGA-3C-AALJ,RAD51,5888,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,RAD51B,5890,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,RAD51C,5889,2
TCGA-3C-AALJ-01,TCGA-3C-AALJ,RAD51D,5892,-1
TCGA-3C-AALJ-01,TCGA-3C-AALJ,CHEK2,11200,-1
TCGA-3C-AALK-01,TCGA-3C-AALK,FANCA,2175,-1
TCGA-3C-AALK-01,TCGA-3C-AALK,ATM,472,-1
TCGA-3C-AALK-01,TCGA-3C-AALK,MRE11,4361,-1
TCGA-3C-AALK-01,TCGA-3C-AALK,NBN,4683,0
TCGA-3C-AALK-01,TCGA-3C-AALK,PALB2,79728,0
TCGA-3C-AALK-01,TCGA-3C-AALK,BARD1,580,0
TCGA-3C-AALK-01,TCGA-3C-AALK,BRCA1,672,-1
TCGA-3C-AALK-01,TCGA-3C-AALK,BRCA2,675,0
TCGA-3C-AALK-01,TCGA-3C-AALK,BRIP1,83990,2
TCGA-3C-AALK-01,TCGA-3C-AALK,RAD50,10111,0
TCGA-3C-AALK-01,TCGA-3C-AALK,RAD51,5888,0
TCGA-3C-AALK-01,TCGA-3C-AALK,RAD51B,5890,0
TCGA-3C-AALK-01,TCGA-3C-AALK,RAD51C,5889,2
TCGA-3C-AALK-01,TCGA-3C-AALK,RAD51D,5892,2
TCGA-3C-AALK-01,TCGA-3C-AALK,CHEK2,11200,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,FANCA,2175,-1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,ATM,472,-1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,MRE11,4361,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,NBN,4683,1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,PALB2,79728,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,BARD1,580,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,BRCA1,672,1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,BRCA2,675,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,BRIP1,83990,1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,RAD50,10111,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,RAD51,5888,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,RAD51B,5890,0
TCGA-4H-AAAK-01,TCGA-4H-AAAK,RAD51C,5889,1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,RAD51D,5892,1
TCGA-4H-AAAK-01,TCGA-4H-AAAK,CHEK2,11200,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,FANCA,2175,-1
TCGA-5L-AAT0-01,TCGA-5L-AAT0,ATM,472,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,MRE11,4361,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,NBN,4683,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,PALB2,79728,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,BARD1,580,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,BRCA1,672,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,BRCA2,675,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,BRIP1,83990,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,RAD50,10111,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,RAD51,5888,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,RAD51B,5890,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,RAD51C,5889,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,RAD51D,5892,0
TCGA-5L-AAT0-01,TCGA-5L-AAT0,CHEK2,11200,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,FANCA,2175,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,ATM,472,-1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,MRE11,4361,-1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,NBN,4683,1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,PALB2,79728,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,BARD1,580,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,BRCA1,672,1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,BRCA2,675,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,BRIP1,83990,1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,RAD50,10111,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,RAD51,5888,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,RAD51B,5890,0
TCGA-5T-A9QA-01,TCGA-5T-A9QA,RAD51C,5889,1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,RAD51D,5892,1
TCGA-5T-A9QA-01,TCGA-5T-A9QA,CHEK2,11200,1
TCGA-A1-A0SB-01,TCGA-A1-A0SB,FANCA,2175,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,ATM,472,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,MRE11,4361,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,NBN,4683,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,PALB2,79728,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,BARD1,580,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,BRCA1,672,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,BRCA2,675,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,BRIP1,83990,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,RAD50,10111,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,RAD51,5888,-2
TCGA-A1-A0SB-01,TCGA-A1-A0SB,RAD51B,5890,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,RAD51C,5889,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,RAD51D,5892,0
TCGA-A1-A0SB-01,TCGA-A1-A0SB,CHEK2,11200,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,FANCA,2175,-1
TCGA-A1-A0SD-01,TCGA-A1-A0SD,ATM,472,-1
TCGA-A1-A0SD-01,TCGA-A1-A0SD,MRE11,4361,-1
TCGA-A1-A0SD-01,TCGA-A1-A0SD,NBN,4683,1
TCGA-A1-A0SD-01,TCGA-A1-A0SD,PALB2,79728,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,BARD1,580,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,BRCA1,672,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,BRCA2,675,-1
TCGA-A1-A0SD-01,TCGA-A1-A0SD,BRIP1,83990,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,RAD50,10111,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,RAD51,5888,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,RAD51B,5890,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,RAD51C,5889,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,RAD51D,5892,0
TCGA-A1-A0SD-01,TCGA-A1-A0SD,CHEK2,11200,-1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,FANCA,2175,-1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,ATM,472,-1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,MRE11,4361,-1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,NBN,4683,1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,PALB2,79728,1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,BARD1,580,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,BRCA1,672,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,BRCA2,675,-1
TCGA-A1-A0SE-01,TCGA-A1-A0SE,BRIP1,83990,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,RAD50,10111,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,RAD51,5888,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,RAD51B,5890,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,RAD51C,5889,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,RAD51D,5892,0
TCGA-A1-A0SE-01,TCGA-A1-A0SE,CHEK2,11200,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,FANCA,2175,-1
TCGA-A1-A0SF-01,TCGA-A1-A0SF,ATM,472,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,MRE11,4361,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,NBN,4683,1
TCGA-A1-A0SF-01,TCGA-A1-A0SF,PALB2,79728,1
TCGA-A1-A0SF-01,TCGA-A1-A0SF,BARD1,580,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,BRCA1,672,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,BRCA2,675,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,BRIP1,83990,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,RAD50,10111,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,RAD51,5888,-1
TCGA-A1-A0SF-01,TCGA-A1-A0SF,RAD51B,5890,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,RAD51C,5889,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,RAD51D,5892,0
TCGA-A1-A0SF-01,TCGA-A1-A0SF,CHEK2,11200,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,FANCA,2175,-2
TCGA-A1-A0SG-01,TCGA-A1-A0SG,ATM,472,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,MRE11,4361,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,NBN,4683,1
TCGA-A1-A0SG-01,TCGA-A1-A0SG,PALB2,79728,1
TCGA-A1-A0SG-01,TCGA-A1-A0SG,BARD1,580,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,BRCA1,672,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,BRCA2,675,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,BRIP1,83990,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,RAD50,10111,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,RAD51,5888,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,RAD51B,5890,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,RAD51C,5889,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,RAD51D,5892,0
TCGA-A1-A0SG-01,TCGA-A1-A0SG,CHEK2,11200,-1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,FANCA,2175,-1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,ATM,472,-1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,MRE11,4361,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,NBN,4683,1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,PALB2,79728,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,BARD1,580,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,BRCA1,672,1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,BRCA2,675,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,BRIP1,83990,1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,RAD50,10111,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,RAD51,5888,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,RAD51B,5890,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,RAD51C,5889,1
TCGA-A1-A0SH-01,TCGA-A1-A0SH,RAD51D,5892,0
TCGA-A1-A0SH-01,TCGA-A1-A0SH,CHEK2,11200,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,FANCA,2175,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,ATM,472,1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,MRE11,4361,1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,NBN,4683,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,PALB2,79728,1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,BARD1,580,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,BRCA1,672,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,BRCA2,675,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,BRIP1,83990,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,RAD50,10111,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,RAD51,5888,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,RAD51B,5890,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,RAD51C,5889,0
TCGA-A1-A0SI-01,TCGA-A1-A0SI,RAD51D,5892,-1
TCGA-A1-A0SI-01,TCGA-A1-A0SI,CHEK2,11200,0
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,FANCA,2175,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,ATM,472,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,MRE11,4361,-1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,NBN,4683,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,PALB2,79728,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,BARD1,580,0
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,BRCA1,672,-1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,BRCA2,675,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,BRIP1,83990,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,RAD50,10111,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,RAD51,5888,0
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,RAD51B,5890,0
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,RAD51C,5889,0
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,RAD51D,5892,1
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,CHEK2,11200,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,FANCA,2175,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,ATM,472,0
TCGA-A1-A0SK-01,TCGA-A1-A0SK,MRE11,4361,1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,NBN,4683,1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,PALB2,79728,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,BARD1,580,0
TCGA-A1-A0SK-01,TCGA-A1-A0SK,BRCA1,672,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,BRCA2,675,1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,BRIP1,83990,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,RAD50,10111,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,RAD51,5888,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,RAD51B,5890,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,RAD51C,5889,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,RAD51D,5892,-1
TCGA-A1-A0SK-01,TCGA-A1-A0SK,CHEK2,11200,1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,FANCA,2175,-1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,ATM,472,-1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,MRE11,4361,-1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,NBN,4683,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,PALB2,79728,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,BARD1,580,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,BRCA1,672,-1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,BRCA2,675,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,BRIP1,83990,1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,RAD50,10111,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,RAD51,5888,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,RAD51B,5890,0
TCGA-A1-A0SM-01,TCGA-A1-A0SM,RAD51C,5889,1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,RAD51D,5892,-1
TCGA-A1-A0SM-01,TCGA-A1-A0SM,CHEK2,11200,0
TCGA-A1-A0SN-01,TCGA-A1-A0SN,FANCA,2175,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,ATM,472,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,MRE11,4361,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,NBN,4683,1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,PALB2,79728,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,BARD1,580,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,BRCA1,672,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,BRCA2,675,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,BRIP1,83990,2
TCGA-A1-A0SN-01,TCGA-A1-A0SN,RAD50,10111,1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,RAD51,5888,1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,RAD51B,5890,0
TCGA-A1-A0SN-01,TCGA-A1-A0SN,RAD51C,5889,2
TCGA-A1-A0SN-01,TCGA-A1-A0SN,RAD51D,5892,-1
TCGA-A1-A0SN-01,TCGA-A1-A0SN,CHEK2,11200,-1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,FANCA,2175,-1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,ATM,472,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,MRE11,4361,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,NBN,4683,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,PALB2,79728,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,BARD1,580,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,BRCA1,672,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,BRCA2,675,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,BRIP1,83990,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,RAD50,10111,-1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,RAD51,5888,-1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,RAD51B,5890,-1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,RAD51C,5889,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,RAD51D,5892,1
TCGA-A1-A0SO-01,TCGA-A1-A0SO,CHEK2,11200,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,FANCA,2175,1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,ATM,472,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,MRE11,4361,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,NBN,4683,1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,PALB2,79728,0
TCGA-A1-A0SP-01,TCGA-A1-A0SP,BARD1,580,0
TCGA-A1-A0SP-01,TCGA-A1-A0SP,BRCA1,672,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,BRCA2,675,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,BRIP1,83990,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,RAD50,10111,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,RAD51,5888,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,RAD51B,5890,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,RAD51C,5889,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,RAD51D,5892,-1
TCGA-A1-A0SP-01,TCGA-A1-A0SP,CHEK2,11200,1
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,FANCA,2175,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,ATM,472,-1
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,MRE11,4361,-1
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,NBN,4683,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,PALB2,79728,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,BARD1,580,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,BRCA1,672,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,BRCA2,675,-1
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,BRIP1,83990,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,RAD50,10111,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,RAD51,5888,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,RAD51B,5890,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,RAD51C,5889,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,RAD51D,5892,0
TCGA-A1-A0SQ-01,TCGA-A1-A0SQ,CHEK2,11200,0
TCGA-A2-A04N-01,TCGA-A2-A04N,FANCA,2175,-1
TCGA-A2-A04N-01,TCGA-A2-A04N,ATM,472,0
TCGA-A2-A04N-01,TCGA-A2-A04N,MRE11,4361,0
TCGA-A2-A04N-01,TCGA-A2-A04N,NBN,4683,2
TCGA-A2-A04N-01,TCGA-A2-A04N,PALB2,79728,1
TCGA-A2-A04N-01,TCGA-A2-A04N,BARD1,580,0
TCGA-A2-A04N-01,TCGA-A2-A04N,BRCA1,672,0
TCGA-A2-A04N-01,TCGA-A2-A04N,BRCA2,675,0
TCGA-A2-A04N-01,TCGA-A2-A04N,BRIP1,83990,0
TCGA-A2-A04N-01,TCGA-A2-A04N,RAD50,10111,0
TCGA-A2-A04N-01,TCGA-A2-A04N,RAD51,5888,0
TCGA-A2-A04N-01,TCGA-A2-A04N,RAD51B,5890,0
TCGA-A2-A04N-01,TCGA-A2-A04N,RAD51C,5889,0
TCGA-A2-A04N-01,TCGA-A2-A04N,RAD51D,5892,0
TCGA-A2-A04N-01,TCGA-A2-A04N,CHEK2,11200,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,FANCA,2175,2
TCGA-A2-A04P-01,TCGA-A2-A04P,ATM,472,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,MRE11,4361,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,NBN,4683,0
TCGA-A2-A04P-01,TCGA-A2-A04P,PALB2,79728,1
TCGA-A2-A04P-01,TCGA-A2-A04P,BARD1,580,0
TCGA-A2-A04P-01,TCGA-A2-A04P,BRCA1,672,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,BRCA2,675,1
TCGA-A2-A04P-01,TCGA-A2-A04P,BRIP1,83990,2
TCGA-A2-A04P-01,TCGA-A2-A04P,RAD50,10111,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,RAD51,5888,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,RAD51B,5890,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,RAD51C,5889,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,RAD51D,5892,-1
TCGA-A2-A04P-01,TCGA-A2-A04P,CHEK2,11200,-1
TCGA-A2-A04Q-01,TCGA-A2-A04Q,FANCA,2175,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,ATM,472,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,MRE11,4361,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,NBN,4683,1
TCGA-A2-A04Q-01,TCGA-A2-A04Q,PALB2,79728,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,BARD1,580,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,BRCA1,672,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,BRCA2,675,-1
TCGA-A2-A04Q-01,TCGA-A2-A04Q,BRIP1,83990,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,RAD50,10111,-1
TCGA-A2-A04Q-01,TCGA-A2-A04Q,RAD51,5888,-1
TCGA-A2-A04Q-01,TCGA-A2-A04Q,RAD51B,5890,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,RAD51C,5889,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,RAD51D,5892,0
TCGA-A2-A04Q-01,TCGA-A2-A04Q,CHEK2,11200,-1
TCGA-A2-A04R-01,TCGA-A2-A04R,FANCA,2175,-1
TCGA-A2-A04R-01,TCGA-A2-A04R,ATM,472,-1
TCGA-A2-A04R-01,TCGA-A2-A04R,MRE11,4361,-1
TCGA-A2-A04R-01,TCGA-A2-A04R,NBN,4683,1
TCGA-A2-A04R-01,TCGA-A2-A04R,PALB2,79728,0
TCGA-A2-A04R-01,TCGA-A2-A04R,BARD1,580,0
